Classifier,cv_k_folds,Random_State,Accuracy,Precision,Recall,F1 Score,Specificity,Balanced Accuracy,dataset,hardness_metric,seed,weighting_strategy
SVC,3,26226,0.8333333333333334,0.8,0.8571428571428571,0.8275862068965517,0.8125,0.8348214285714286,HeartCleveland,pca_contribution,26226,curriculum
KNeighborsClassifier,3,26226,0.85,0.8275862068965517,0.8571428571428571,0.8421052631578947,0.84375,0.8504464285714286,HeartCleveland,pca_contribution,26226,curriculum
LogisticRegression,3,26226,0.8,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.8125,0.7991071428571428,HeartCleveland,pca_contribution,26226,static
RandomForestClassifier,3,26226,0.8333333333333334,0.875,0.75,0.8076923076923077,0.90625,0.828125,HeartCleveland,pca_contribution,26226,static
GaussianNB,3,26226,0.85,0.8275862068965517,0.8571428571428571,0.8421052631578947,0.84375,0.8504464285714286,HeartCleveland,pca_contribution,26226,static
SVC,3,26226,0.8333333333333334,0.8,0.8571428571428571,0.8275862068965517,0.8125,0.8348214285714286,HeartCleveland,pca_contribution,26226,static
KNeighborsClassifier,3,26226,0.8666666666666667,0.8333333333333334,0.8928571428571429,0.8620689655172413,0.84375,0.8683035714285714,HeartCleveland,pca_contribution,26226,static
LogisticRegression,3,26226,0.8,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.8125,0.7991071428571428,HeartCleveland,pca_contribution,26226,self_paced
RandomForestClassifier,3,26226,0.8166666666666667,0.84,0.75,0.7924528301886793,0.875,0.8125,HeartCleveland,pca_contribution,26226,self_paced
GaussianNB,3,26226,0.8333333333333334,0.8,0.8571428571428571,0.8275862068965517,0.8125,0.8348214285714286,HeartCleveland,pca_contribution,26226,self_paced
SVC,3,26226,0.8333333333333334,0.8,0.8571428571428571,0.8275862068965517,0.8125,0.8348214285714286,HeartCleveland,pca_contribution,26226,self_paced
KNeighborsClassifier,3,26226,0.8666666666666667,0.8333333333333334,0.8928571428571429,0.8620689655172413,0.84375,0.8683035714285714,HeartCleveland,pca_contribution,26226,self_paced
LogisticRegression,3,670488,0.85,0.8064516129032258,0.8928571428571429,0.847457627118644,0.8125,0.8526785714285714,HeartCleveland,feature_kDN,670488,curriculum
RandomForestClassifier,3,670488,0.8166666666666667,0.7741935483870968,0.8571428571428571,0.8135593220338984,0.78125,0.8191964285714286,HeartCleveland,feature_kDN,670488,curriculum
GaussianNB,3,670488,0.8833333333333333,0.8181818181818182,0.9642857142857143,0.8852459016393442,0.8125,0.8883928571428572,HeartCleveland,feature_kDN,670488,curriculum
SVC,3,670488,0.85,0.8064516129032258,0.8928571428571429,0.847457627118644,0.8125,0.8526785714285714,HeartCleveland,feature_kDN,670488,curriculum
KNeighborsClassifier,3,670488,0.7833333333333333,0.7419354838709677,0.8214285714285714,0.7796610169491526,0.75,0.7857142857142857,HeartCleveland,feature_kDN,670488,curriculum
LogisticRegression,3,670488,0.8333333333333334,0.78125,0.8928571428571429,0.8333333333333334,0.78125,0.8370535714285714,HeartCleveland,feature_kDN,670488,static
RandomForestClassifier,3,670488,0.8333333333333334,0.8,0.8571428571428571,0.8275862068965517,0.8125,0.8348214285714286,HeartCleveland,feature_kDN,670488,static
GaussianNB,3,670488,0.8833333333333333,0.8181818181818182,0.9642857142857143,0.8852459016393442,0.8125,0.8883928571428572,HeartCleveland,feature_kDN,670488,static
SVC,3,670488,0.85,0.8064516129032258,0.8928571428571429,0.847457627118644,0.8125,0.8526785714285714,HeartCleveland,feature_kDN,670488,static
KNeighborsClassifier,3,670488,0.7666666666666667,0.71875,0.8214285714285714,0.7666666666666667,0.71875,0.7700892857142857,HeartCleveland,feature_kDN,670488,static
LogisticRegression,3,670488,0.8666666666666667,0.8333333333333334,0.8928571428571429,0.8620689655172413,0.84375,0.8683035714285714,HeartCleveland,feature_kDN,670488,self_paced
RandomForestClassifier,3,670488,0.8833333333333333,0.8387096774193549,0.9285714285714286,0.8813559322033898,0.84375,0.8861607142857143,HeartCleveland,feature_kDN,670488,self_paced
GaussianNB,3,670488,0.9,0.84375,0.9642857142857143,0.9,0.84375,0.9040178571428572,HeartCleveland,feature_kDN,670488,self_paced
SVC,3,670488,0.85,0.8275862068965517,0.8571428571428571,0.8421052631578947,0.84375,0.8504464285714286,HeartCleveland,feature_kDN,670488,self_paced
KNeighborsClassifier,3,670488,0.85,0.8064516129032258,0.8928571428571429,0.847457627118644,0.8125,0.8526785714285714,HeartCleveland,feature_kDN,670488,self_paced
LogisticRegression,3,116740,0.7833333333333333,0.7777777777777778,0.75,0.7636363636363637,0.8125,0.78125,HeartCleveland,feature_kDN,116740,curriculum
RandomForestClassifier,3,116740,0.8,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.8125,0.7991071428571428,HeartCleveland,feature_kDN,116740,curriculum
GaussianNB,3,116740,0.7833333333333333,0.7777777777777778,0.75,0.7636363636363637,0.8125,0.78125,HeartCleveland,feature_kDN,116740,curriculum
SVC,3,116740,0.75,0.7241379310344828,0.75,0.7368421052631579,0.75,0.75,HeartCleveland,feature_kDN,116740,curriculum
KNeighborsClassifier,3,116740,0.75,0.696969696969697,0.8214285714285714,0.7540983606557377,0.6875,0.7544642857142857,HeartCleveland,feature_kDN,116740,curriculum
LogisticRegression,3,116740,0.7833333333333333,0.7777777777777778,0.75,0.7636363636363637,0.8125,0.78125,HeartCleveland,feature_kDN,116740,static
RandomForestClassifier,3,116740,0.8,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.8125,0.7991071428571428,HeartCleveland,feature_kDN,116740,static
GaussianNB,3,116740,0.7833333333333333,0.7777777777777778,0.75,0.7636363636363637,0.8125,0.78125,HeartCleveland,feature_kDN,116740,static
SVC,3,116740,0.7666666666666667,0.75,0.75,0.75,0.78125,0.765625,HeartCleveland,feature_kDN,116740,static
KNeighborsClassifier,3,116740,0.75,0.696969696969697,0.8214285714285714,0.7540983606557377,0.6875,0.7544642857142857,HeartCleveland,feature_kDN,116740,static
LogisticRegression,3,116740,0.7833333333333333,0.7777777777777778,0.75,0.7636363636363637,0.8125,0.78125,HeartCleveland,feature_kDN,116740,self_paced
RandomForestClassifier,3,116740,0.7833333333333333,0.7586206896551724,0.7857142857142857,0.7719298245614035,0.78125,0.7834821428571428,HeartCleveland,feature_kDN,116740,self_paced
GaussianNB,3,116740,0.7833333333333333,0.7777777777777778,0.75,0.7636363636363637,0.8125,0.78125,HeartCleveland,feature_kDN,116740,self_paced
SVC,3,116740,0.7833333333333333,0.7777777777777778,0.75,0.7636363636363637,0.8125,0.78125,HeartCleveland,feature_kDN,116740,self_paced
KNeighborsClassifier,3,116740,0.7833333333333333,0.7419354838709677,0.8214285714285714,0.7796610169491526,0.75,0.7857142857142857,HeartCleveland,feature_kDN,116740,self_paced
LogisticRegression,3,26226,0.8166666666666667,0.7931034482758621,0.8214285714285714,0.8070175438596491,0.8125,0.8169642857142857,HeartCleveland,feature_kDN,26226,curriculum
RandomForestClassifier,3,26226,0.85,0.88,0.7857142857142857,0.8301886792452831,0.90625,0.8459821428571428,HeartCleveland,feature_kDN,26226,curriculum
GaussianNB,3,26226,0.8333333333333334,0.8,0.8571428571428571,0.8275862068965517,0.8125,0.8348214285714286,HeartCleveland,feature_kDN,26226,curriculum
SVC,3,26226,0.8333333333333334,0.8,0.8571428571428571,0.8275862068965517,0.8125,0.8348214285714286,HeartCleveland,feature_kDN,26226,curriculum
KNeighborsClassifier,3,26226,0.8333333333333334,0.78125,0.8928571428571429,0.8333333333333334,0.78125,0.8370535714285714,HeartCleveland,feature_kDN,26226,curriculum
LogisticRegression,3,26226,0.8166666666666667,0.7931034482758621,0.8214285714285714,0.8070175438596491,0.8125,0.8169642857142857,HeartCleveland,feature_kDN,26226,static
RandomForestClassifier,3,26226,0.85,0.9130434782608695,0.75,0.8235294117647058,0.9375,0.84375,HeartCleveland,feature_kDN,26226,static
GaussianNB,3,26226,0.8333333333333334,0.8,0.8571428571428571,0.8275862068965517,0.8125,0.8348214285714286,HeartCleveland,feature_kDN,26226,static
SVC,3,26226,0.8333333333333334,0.8,0.8571428571428571,0.8275862068965517,0.8125,0.8348214285714286,HeartCleveland,feature_kDN,26226,static
KNeighborsClassifier,3,26226,0.8166666666666667,0.7741935483870968,0.8571428571428571,0.8135593220338984,0.78125,0.8191964285714286,HeartCleveland,feature_kDN,26226,static
LogisticRegression,3,26226,0.8166666666666667,0.8148148148148148,0.7857142857142857,0.8,0.84375,0.8147321428571428,HeartCleveland,feature_kDN,26226,self_paced
RandomForestClassifier,3,26226,0.8333333333333334,0.9090909090909091,0.7142857142857143,0.8,0.9375,0.8258928571428572,HeartCleveland,feature_kDN,26226,self_paced
GaussianNB,3,26226,0.85,0.8275862068965517,0.8571428571428571,0.8421052631578947,0.84375,0.8504464285714286,HeartCleveland,feature_kDN,26226,self_paced
SVC,3,26226,0.8333333333333334,0.8,0.8571428571428571,0.8275862068965517,0.8125,0.8348214285714286,HeartCleveland,feature_kDN,26226,self_paced
KNeighborsClassifier,3,26226,0.8333333333333334,0.8214285714285714,0.8214285714285714,0.8214285714285714,0.84375,0.8325892857142857,HeartCleveland,feature_kDN,26226,self_paced
LogisticRegression,3,670488,0.85,0.8064516129032258,0.8928571428571429,0.847457627118644,0.8125,0.8526785714285714,HeartCleveland,feature_DS,670488,curriculum
RandomForestClassifier,3,670488,0.85,0.8275862068965517,0.8571428571428571,0.8421052631578947,0.84375,0.8504464285714286,HeartCleveland,feature_DS,670488,curriculum
GaussianNB,3,670488,0.9,0.84375,0.9642857142857143,0.9,0.84375,0.9040178571428572,HeartCleveland,feature_DS,670488,curriculum
SVC,3,670488,0.8666666666666667,0.8333333333333334,0.8928571428571429,0.8620689655172413,0.84375,0.8683035714285714,HeartCleveland,feature_DS,670488,curriculum
KNeighborsClassifier,3,670488,0.8166666666666667,0.7575757575757576,0.8928571428571429,0.819672131147541,0.75,0.8214285714285714,HeartCleveland,feature_DS,670488,curriculum
LogisticRegression,3,670488,0.8666666666666667,0.8333333333333334,0.8928571428571429,0.8620689655172413,0.84375,0.8683035714285714,HeartCleveland,feature_DS,670488,static
RandomForestClassifier,3,670488,0.8333333333333334,0.78125,0.8928571428571429,0.8333333333333334,0.78125,0.8370535714285714,HeartCleveland,feature_DS,670488,static
GaussianNB,3,670488,0.8833333333333333,0.8181818181818182,0.9642857142857143,0.8852459016393442,0.8125,0.8883928571428572,HeartCleveland,feature_DS,670488,static
SVC,3,670488,0.85,0.8064516129032258,0.8928571428571429,0.847457627118644,0.8125,0.8526785714285714,HeartCleveland,feature_DS,670488,static
KNeighborsClassifier,3,670488,0.8166666666666667,0.7575757575757576,0.8928571428571429,0.819672131147541,0.75,0.8214285714285714,HeartCleveland,feature_DS,670488,static
LogisticRegression,3,670488,0.8666666666666667,0.8333333333333334,0.8928571428571429,0.8620689655172413,0.84375,0.8683035714285714,HeartCleveland,feature_DS,670488,self_paced
RandomForestClassifier,3,670488,0.8666666666666667,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.875,0.8660714285714286,HeartCleveland,feature_DS,670488,self_paced
GaussianNB,3,670488,0.8833333333333333,0.8181818181818182,0.9642857142857143,0.8852459016393442,0.8125,0.8883928571428572,HeartCleveland,feature_DS,670488,self_paced
SVC,3,670488,0.85,0.8064516129032258,0.8928571428571429,0.847457627118644,0.8125,0.8526785714285714,HeartCleveland,feature_DS,670488,self_paced
KNeighborsClassifier,3,670488,0.8,0.7352941176470589,0.8928571428571429,0.8064516129032258,0.71875,0.8058035714285714,HeartCleveland,feature_DS,670488,self_paced
LogisticRegression,3,116740,0.7833333333333333,0.7777777777777778,0.75,0.7636363636363637,0.8125,0.78125,HeartCleveland,feature_DS,116740,curriculum
RandomForestClassifier,3,116740,0.8,0.7666666666666667,0.8214285714285714,0.7931034482758621,0.78125,0.8013392857142857,HeartCleveland,feature_DS,116740,curriculum
GaussianNB,3,116740,0.7833333333333333,0.7777777777777778,0.75,0.7636363636363637,0.8125,0.78125,HeartCleveland,feature_DS,116740,curriculum
SVC,3,116740,0.7666666666666667,0.75,0.75,0.75,0.78125,0.765625,HeartCleveland,feature_DS,116740,curriculum
KNeighborsClassifier,3,116740,0.7666666666666667,0.71875,0.8214285714285714,0.7666666666666667,0.71875,0.7700892857142857,HeartCleveland,feature_DS,116740,curriculum
LogisticRegression,3,116740,0.7833333333333333,0.7777777777777778,0.75,0.7636363636363637,0.8125,0.78125,HeartCleveland,feature_DS,116740,static
RandomForestClassifier,3,116740,0.7833333333333333,0.7586206896551724,0.7857142857142857,0.7719298245614035,0.78125,0.7834821428571428,HeartCleveland,feature_DS,116740,static
GaussianNB,3,116740,0.7833333333333333,0.7777777777777778,0.75,0.7636363636363637,0.8125,0.78125,HeartCleveland,feature_DS,116740,static
SVC,3,116740,0.7833333333333333,0.7777777777777778,0.75,0.7636363636363637,0.8125,0.78125,HeartCleveland,feature_DS,116740,static
KNeighborsClassifier,3,116740,0.7833333333333333,0.7419354838709677,0.8214285714285714,0.7796610169491526,0.75,0.7857142857142857,HeartCleveland,feature_DS,116740,static
LogisticRegression,3,116740,0.7833333333333333,0.7777777777777778,0.75,0.7636363636363637,0.8125,0.78125,HeartCleveland,feature_DS,116740,self_paced
RandomForestClassifier,3,116740,0.7666666666666667,0.7333333333333333,0.7857142857142857,0.7586206896551724,0.75,0.7678571428571428,HeartCleveland,feature_DS,116740,self_paced
GaussianNB,3,116740,0.7833333333333333,0.7777777777777778,0.75,0.7636363636363637,0.8125,0.78125,HeartCleveland,feature_DS,116740,self_paced
SVC,3,116740,0.7833333333333333,0.7777777777777778,0.75,0.7636363636363637,0.8125,0.78125,HeartCleveland,feature_DS,116740,self_paced
KNeighborsClassifier,3,116740,0.7833333333333333,0.7419354838709677,0.8214285714285714,0.7796610169491526,0.75,0.7857142857142857,HeartCleveland,feature_DS,116740,self_paced
LogisticRegression,3,26226,0.8166666666666667,0.7931034482758621,0.8214285714285714,0.8070175438596491,0.8125,0.8169642857142857,HeartCleveland,feature_DS,26226,curriculum
RandomForestClassifier,3,26226,0.85,0.9130434782608695,0.75,0.8235294117647058,0.9375,0.84375,HeartCleveland,feature_DS,26226,curriculum
GaussianNB,3,26226,0.8333333333333334,0.8,0.8571428571428571,0.8275862068965517,0.8125,0.8348214285714286,HeartCleveland,feature_DS,26226,curriculum
SVC,3,26226,0.8333333333333334,0.8,0.8571428571428571,0.8275862068965517,0.8125,0.8348214285714286,HeartCleveland,feature_DS,26226,curriculum
KNeighborsClassifier,3,26226,0.8666666666666667,0.8333333333333334,0.8928571428571429,0.8620689655172413,0.84375,0.8683035714285714,HeartCleveland,feature_DS,26226,curriculum
LogisticRegression,3,26226,0.8,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.8125,0.7991071428571428,HeartCleveland,feature_DS,26226,static
RandomForestClassifier,3,26226,0.8666666666666667,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.9375,0.8616071428571428,HeartCleveland,feature_DS,26226,static
GaussianNB,3,26226,0.8333333333333334,0.8,0.8571428571428571,0.8275862068965517,0.8125,0.8348214285714286,HeartCleveland,feature_DS,26226,static
SVC,3,26226,0.8333333333333334,0.8,0.8571428571428571,0.8275862068965517,0.8125,0.8348214285714286,HeartCleveland,feature_DS,26226,static
KNeighborsClassifier,3,26226,0.85,0.8064516129032258,0.8928571428571429,0.847457627118644,0.8125,0.8526785714285714,HeartCleveland,feature_DS,26226,static
LogisticRegression,3,26226,0.8166666666666667,0.8148148148148148,0.7857142857142857,0.8,0.84375,0.8147321428571428,HeartCleveland,feature_DS,26226,self_paced
RandomForestClassifier,3,26226,0.8,0.8333333333333334,0.7142857142857143,0.7692307692307693,0.875,0.7946428571428572,HeartCleveland,feature_DS,26226,self_paced
GaussianNB,3,26226,0.85,0.8275862068965517,0.8571428571428571,0.8421052631578947,0.84375,0.8504464285714286,HeartCleveland,feature_DS,26226,self_paced
SVC,3,26226,0.8333333333333334,0.8,0.8571428571428571,0.8275862068965517,0.8125,0.8348214285714286,HeartCleveland,feature_DS,26226,self_paced
KNeighborsClassifier,3,26226,0.85,0.8275862068965517,0.8571428571428571,0.8421052631578947,0.84375,0.8504464285714286,HeartCleveland,feature_DS,26226,self_paced
LogisticRegression,3,670488,0.8333333333333334,0.78125,0.8928571428571429,0.8333333333333334,0.78125,0.8370535714285714,HeartCleveland,feature_DCP,670488,curriculum
RandomForestClassifier,3,670488,0.85,0.7878787878787878,0.9285714285714286,0.8524590163934426,0.78125,0.8549107142857143,HeartCleveland,feature_DCP,670488,curriculum
GaussianNB,3,670488,0.8833333333333333,0.8181818181818182,0.9642857142857143,0.8852459016393442,0.8125,0.8883928571428572,HeartCleveland,feature_DCP,670488,curriculum
SVC,3,670488,0.85,0.8064516129032258,0.8928571428571429,0.847457627118644,0.8125,0.8526785714285714,HeartCleveland,feature_DCP,670488,curriculum
KNeighborsClassifier,3,670488,0.8,0.75,0.8571428571428571,0.8,0.75,0.8035714285714286,HeartCleveland,feature_DCP,670488,curriculum
LogisticRegression,3,670488,0.8333333333333334,0.78125,0.8928571428571429,0.8333333333333334,0.78125,0.8370535714285714,HeartCleveland,feature_DCP,670488,static
RandomForestClassifier,3,670488,0.8166666666666667,0.7931034482758621,0.8214285714285714,0.8070175438596491,0.8125,0.8169642857142857,HeartCleveland,feature_DCP,670488,static
GaussianNB,3,670488,0.9,0.84375,0.9642857142857143,0.9,0.84375,0.9040178571428572,HeartCleveland,feature_DCP,670488,static
SVC,3,670488,0.85,0.8064516129032258,0.8928571428571429,0.847457627118644,0.8125,0.8526785714285714,HeartCleveland,feature_DCP,670488,static
KNeighborsClassifier,3,670488,0.7666666666666667,0.71875,0.8214285714285714,0.7666666666666667,0.71875,0.7700892857142857,HeartCleveland,feature_DCP,670488,static
LogisticRegression,3,670488,0.8666666666666667,0.8333333333333334,0.8928571428571429,0.8620689655172413,0.84375,0.8683035714285714,HeartCleveland,feature_DCP,670488,self_paced
RandomForestClassifier,3,670488,0.85,0.8275862068965517,0.8571428571428571,0.8421052631578947,0.84375,0.8504464285714286,HeartCleveland,feature_DCP,670488,self_paced
GaussianNB,3,670488,0.9,0.84375,0.9642857142857143,0.9,0.84375,0.9040178571428572,HeartCleveland,feature_DCP,670488,self_paced
SVC,3,670488,0.8666666666666667,0.8333333333333334,0.8928571428571429,0.8620689655172413,0.84375,0.8683035714285714,HeartCleveland,feature_DCP,670488,self_paced
KNeighborsClassifier,3,670488,0.85,0.8064516129032258,0.8928571428571429,0.847457627118644,0.8125,0.8526785714285714,HeartCleveland,feature_DCP,670488,self_paced
LogisticRegression,3,116740,0.7666666666666667,0.75,0.75,0.75,0.78125,0.765625,HeartCleveland,feature_DCP,116740,curriculum
RandomForestClassifier,3,116740,0.8166666666666667,0.8148148148148148,0.7857142857142857,0.8,0.84375,0.8147321428571428,HeartCleveland,feature_DCP,116740,curriculum
GaussianNB,3,116740,0.7833333333333333,0.7777777777777778,0.75,0.7636363636363637,0.8125,0.78125,HeartCleveland,feature_DCP,116740,curriculum
SVC,3,116740,0.75,0.7241379310344828,0.75,0.7368421052631579,0.75,0.75,HeartCleveland,feature_DCP,116740,curriculum
KNeighborsClassifier,3,116740,0.75,0.696969696969697,0.8214285714285714,0.7540983606557377,0.6875,0.7544642857142857,HeartCleveland,feature_DCP,116740,curriculum
LogisticRegression,3,116740,0.7833333333333333,0.7777777777777778,0.75,0.7636363636363637,0.8125,0.78125,HeartCleveland,feature_DCP,116740,static
RandomForestClassifier,3,116740,0.7666666666666667,0.7333333333333333,0.7857142857142857,0.7586206896551724,0.75,0.7678571428571428,HeartCleveland,feature_DCP,116740,static
GaussianNB,3,116740,0.7833333333333333,0.7777777777777778,0.75,0.7636363636363637,0.8125,0.78125,HeartCleveland,feature_DCP,116740,static
SVC,3,116740,0.7666666666666667,0.75,0.75,0.75,0.78125,0.765625,HeartCleveland,feature_DCP,116740,static
KNeighborsClassifier,3,116740,0.75,0.696969696969697,0.8214285714285714,0.7540983606557377,0.6875,0.7544642857142857,HeartCleveland,feature_DCP,116740,static
LogisticRegression,3,116740,0.7833333333333333,0.7777777777777778,0.75,0.7636363636363637,0.8125,0.78125,HeartCleveland,feature_DCP,116740,self_paced
RandomForestClassifier,3,116740,0.8,0.7666666666666667,0.8214285714285714,0.7931034482758621,0.78125,0.8013392857142857,HeartCleveland,feature_DCP,116740,self_paced
GaussianNB,3,116740,0.7833333333333333,0.7777777777777778,0.75,0.7636363636363637,0.8125,0.78125,HeartCleveland,feature_DCP,116740,self_paced
SVC,3,116740,0.7666666666666667,0.75,0.75,0.75,0.78125,0.765625,HeartCleveland,feature_DCP,116740,self_paced
KNeighborsClassifier,3,116740,0.7833333333333333,0.7419354838709677,0.8214285714285714,0.7796610169491526,0.75,0.7857142857142857,HeartCleveland,feature_DCP,116740,self_paced
LogisticRegression,3,26226,0.8333333333333334,0.8,0.8571428571428571,0.8275862068965517,0.8125,0.8348214285714286,HeartCleveland,feature_DCP,26226,curriculum
RandomForestClassifier,3,26226,0.8666666666666667,0.9545454545454546,0.75,0.84,0.96875,0.859375,HeartCleveland,feature_DCP,26226,curriculum
GaussianNB,3,26226,0.85,0.8064516129032258,0.8928571428571429,0.847457627118644,0.8125,0.8526785714285714,HeartCleveland,feature_DCP,26226,curriculum
SVC,3,26226,0.8333333333333334,0.8,0.8571428571428571,0.8275862068965517,0.8125,0.8348214285714286,HeartCleveland,feature_DCP,26226,curriculum
KNeighborsClassifier,3,26226,0.8666666666666667,0.8333333333333334,0.8928571428571429,0.8620689655172413,0.84375,0.8683035714285714,HeartCleveland,feature_DCP,26226,curriculum
LogisticRegression,3,26226,0.8333333333333334,0.8,0.8571428571428571,0.8275862068965517,0.8125,0.8348214285714286,HeartCleveland,feature_DCP,26226,static
RandomForestClassifier,3,26226,0.8333333333333334,0.9090909090909091,0.7142857142857143,0.8,0.9375,0.8258928571428572,HeartCleveland,feature_DCP,26226,static
GaussianNB,3,26226,0.85,0.8064516129032258,0.8928571428571429,0.847457627118644,0.8125,0.8526785714285714,HeartCleveland,feature_DCP,26226,static
SVC,3,26226,0.8333333333333334,0.8,0.8571428571428571,0.8275862068965517,0.8125,0.8348214285714286,HeartCleveland,feature_DCP,26226,static
KNeighborsClassifier,3,26226,0.8666666666666667,0.8333333333333334,0.8928571428571429,0.8620689655172413,0.84375,0.8683035714285714,HeartCleveland,feature_DCP,26226,static
LogisticRegression,3,26226,0.8,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.8125,0.7991071428571428,HeartCleveland,feature_DCP,26226,self_paced
RandomForestClassifier,3,26226,0.8166666666666667,0.9047619047619048,0.6785714285714286,0.7755102040816326,0.9375,0.8080357142857143,HeartCleveland,feature_DCP,26226,self_paced
GaussianNB,3,26226,0.8333333333333334,0.8,0.8571428571428571,0.8275862068965517,0.8125,0.8348214285714286,HeartCleveland,feature_DCP,26226,self_paced
SVC,3,26226,0.8333333333333334,0.8,0.8571428571428571,0.8275862068965517,0.8125,0.8348214285714286,HeartCleveland,feature_DCP,26226,self_paced
KNeighborsClassifier,3,26226,0.85,0.8275862068965517,0.8571428571428571,0.8421052631578947,0.84375,0.8504464285714286,HeartCleveland,feature_DCP,26226,self_paced
LogisticRegression,3,670488,0.8333333333333334,0.78125,0.8928571428571429,0.8333333333333334,0.78125,0.8370535714285714,HeartCleveland,feature_TD_P,670488,curriculum
RandomForestClassifier,3,670488,0.85,0.8064516129032258,0.8928571428571429,0.847457627118644,0.8125,0.8526785714285714,HeartCleveland,feature_TD_P,670488,curriculum
GaussianNB,3,670488,0.9,0.84375,0.9642857142857143,0.9,0.84375,0.9040178571428572,HeartCleveland,feature_TD_P,670488,curriculum
SVC,3,670488,0.8666666666666667,0.8333333333333334,0.8928571428571429,0.8620689655172413,0.84375,0.8683035714285714,HeartCleveland,feature_TD_P,670488,curriculum
KNeighborsClassifier,3,670488,0.8166666666666667,0.7931034482758621,0.8214285714285714,0.8070175438596491,0.8125,0.8169642857142857,HeartCleveland,feature_TD_P,670488,curriculum
LogisticRegression,3,670488,0.8333333333333334,0.78125,0.8928571428571429,0.8333333333333334,0.78125,0.8370535714285714,HeartCleveland,feature_TD_P,670488,static
RandomForestClassifier,3,670488,0.85,0.8275862068965517,0.8571428571428571,0.8421052631578947,0.84375,0.8504464285714286,HeartCleveland,feature_TD_P,670488,static
GaussianNB,3,670488,0.9,0.84375,0.9642857142857143,0.9,0.84375,0.9040178571428572,HeartCleveland,feature_TD_P,670488,static
SVC,3,670488,0.8666666666666667,0.8333333333333334,0.8928571428571429,0.8620689655172413,0.84375,0.8683035714285714,HeartCleveland,feature_TD_P,670488,static
KNeighborsClassifier,3,670488,0.8166666666666667,0.7741935483870968,0.8571428571428571,0.8135593220338984,0.78125,0.8191964285714286,HeartCleveland,feature_TD_P,670488,static
LogisticRegression,3,670488,0.8666666666666667,0.8333333333333334,0.8928571428571429,0.8620689655172413,0.84375,0.8683035714285714,HeartCleveland,feature_TD_P,670488,self_paced
RandomForestClassifier,3,670488,0.8333333333333334,0.8214285714285714,0.8214285714285714,0.8214285714285714,0.84375,0.8325892857142857,HeartCleveland,feature_TD_P,670488,self_paced
GaussianNB,3,670488,0.9,0.84375,0.9642857142857143,0.9,0.84375,0.9040178571428572,HeartCleveland,feature_TD_P,670488,self_paced
SVC,3,670488,0.8333333333333334,0.8,0.8571428571428571,0.8275862068965517,0.8125,0.8348214285714286,HeartCleveland,feature_TD_P,670488,self_paced
KNeighborsClassifier,3,670488,0.85,0.8064516129032258,0.8928571428571429,0.847457627118644,0.8125,0.8526785714285714,HeartCleveland,feature_TD_P,670488,self_paced
LogisticRegression,3,116740,0.7833333333333333,0.7777777777777778,0.75,0.7636363636363637,0.8125,0.78125,HeartCleveland,feature_TD_P,116740,curriculum
RandomForestClassifier,3,116740,0.7833333333333333,0.7586206896551724,0.7857142857142857,0.7719298245614035,0.78125,0.7834821428571428,HeartCleveland,feature_TD_P,116740,curriculum
GaussianNB,3,116740,0.8,0.8076923076923077,0.75,0.7777777777777778,0.84375,0.796875,HeartCleveland,feature_TD_P,116740,curriculum
SVC,3,116740,0.7666666666666667,0.75,0.75,0.75,0.78125,0.765625,HeartCleveland,feature_TD_P,116740,curriculum
KNeighborsClassifier,3,116740,0.7666666666666667,0.71875,0.8214285714285714,0.7666666666666667,0.71875,0.7700892857142857,HeartCleveland,feature_TD_P,116740,curriculum
LogisticRegression,3,116740,0.7833333333333333,0.7777777777777778,0.75,0.7636363636363637,0.8125,0.78125,HeartCleveland,feature_TD_P,116740,static
RandomForestClassifier,3,116740,0.8,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.8125,0.7991071428571428,HeartCleveland,feature_TD_P,116740,static
GaussianNB,3,116740,0.8,0.8076923076923077,0.75,0.7777777777777778,0.84375,0.796875,HeartCleveland,feature_TD_P,116740,static
SVC,3,116740,0.75,0.7241379310344828,0.75,0.7368421052631579,0.75,0.75,HeartCleveland,feature_TD_P,116740,static
KNeighborsClassifier,3,116740,0.7833333333333333,0.7419354838709677,0.8214285714285714,0.7796610169491526,0.75,0.7857142857142857,HeartCleveland,feature_TD_P,116740,static
LogisticRegression,3,116740,0.7833333333333333,0.7777777777777778,0.75,0.7636363636363637,0.8125,0.78125,HeartCleveland,feature_TD_P,116740,self_paced
RandomForestClassifier,3,116740,0.7833333333333333,0.7586206896551724,0.7857142857142857,0.7719298245614035,0.78125,0.7834821428571428,HeartCleveland,feature_TD_P,116740,self_paced
GaussianNB,3,116740,0.7833333333333333,0.7777777777777778,0.75,0.7636363636363637,0.8125,0.78125,HeartCleveland,feature_TD_P,116740,self_paced
SVC,3,116740,0.7666666666666667,0.75,0.75,0.75,0.78125,0.765625,HeartCleveland,feature_TD_P,116740,self_paced
