Classifier,cv_k_folds,Random_State,Accuracy,Precision,Recall,F1 Score,Specificity,Balanced Accuracy,dataset,hardness_metric,seed,weighting_strategy
GaussianNB,3,116740,0.9019867549668874,0.9431009957325747,0.9512195121951219,0.9471428571428572,0.3103448275862069,0.6307821698906644,Hypothyroid,feature_CL,116740,self_paced
SVC,3,116740,0.9562913907284768,0.9662921348314607,0.9870875179340028,0.9765791341376863,0.5862068965517241,0.7866472072428634,Hypothyroid,feature_CL,116740,self_paced
KNeighborsClassifier,3,116740,0.9417218543046357,0.9466484268125855,0.9928263988522238,0.969187675070028,0.3275862068965517,0.6602063028743878,Hypothyroid,feature_CL,116740,self_paced
LogisticRegression,3,26226,0.9629139072847682,0.9970282317979198,0.9626972740315638,0.9795620437956204,0.9655172413793104,0.964107257705437,Hypothyroid,feature_CL,26226,curriculum
RandomForestClassifier,3,26226,0.9801324503311258,0.9956395348837209,0.9827833572453372,0.9891696750902527,0.9482758620689655,0.9655296096571513,Hypothyroid,feature_CL,26226,curriculum
GaussianNB,3,26226,0.9483443708609272,0.9646892655367232,0.9799139167862266,0.9722419928825623,0.5689655172413793,0.774439717013803,Hypothyroid,feature_CL,26226,curriculum
SVC,3,26226,0.9708609271523179,0.9773691654879774,0.9913916786226685,0.9843304843304843,0.7241379310344828,0.8577648048285756,Hypothyroid,feature_CL,26226,curriculum
KNeighborsClassifier,3,26226,0.9470198675496688,0.9506172839506173,0.994261119081779,0.9719495091164095,0.3793103448275862,0.6867857319546826,Hypothyroid,feature_CL,26226,curriculum
LogisticRegression,3,26226,0.9642384105960264,0.9955621301775148,0.9655667144906743,0.9803350327749454,0.9482758620689655,0.9569212882798199,Hypothyroid,feature_CL,26226,static
RandomForestClassifier,3,26226,0.9801324503311258,0.9956395348837209,0.9827833572453372,0.9891696750902527,0.9482758620689655,0.9655296096571513,Hypothyroid,feature_CL,26226,static
GaussianNB,3,26226,0.952317880794702,0.9661495063469676,0.9827833572453372,0.9743954480796586,0.5862068965517241,0.7844951268985306,Hypothyroid,feature_CL,26226,static
SVC,3,26226,0.9735099337748344,0.9774330042313117,0.994261119081779,0.9857752489331437,0.7241379310344828,0.8591995250581309,Hypothyroid,feature_CL,26226,static
KNeighborsClassifier,3,26226,0.9456953642384106,0.9493150684931507,0.994261119081779,0.9712683952347583,0.3620689655172414,0.6781650422995102,Hypothyroid,feature_CL,26226,static
LogisticRegression,3,26226,0.9496688741721855,0.9969834087481146,0.9483500717360115,0.9720588235294118,0.9655172413793104,0.9569336565576609,Hypothyroid,feature_CL,26226,self_paced
RandomForestClassifier,3,26226,0.9827814569536424,0.997093023255814,0.9842180774748924,0.9906137184115523,0.9655172413793104,0.9748676594271014,Hypothyroid,feature_CL,26226,self_paced
GaussianNB,3,26226,0.9324503311258279,0.9575070821529745,0.96987087517934,0.9636493228795439,0.4827586206896552,0.7263147479344976,Hypothyroid,feature_CL,26226,self_paced
SVC,3,26226,0.9655629139072848,0.9718706047819972,0.9913916786226685,0.9815340909090909,0.6551724137931034,0.823282046207886,Hypothyroid,feature_CL,26226,self_paced
KNeighborsClassifier,3,26226,0.9430463576158941,0.9491758241758241,0.9913916786226685,0.9698245614035088,0.3620689655172414,0.676730322069955,Hypothyroid,feature_CL,26226,self_paced
LogisticRegression,3,670488,0.9721854304635762,0.9884393063583815,0.9813486370157819,0.9848812095032398,0.8620689655172413,0.9217088012665116,Hypothyroid,feature_CLD,670488,curriculum
RandomForestClassifier,3,670488,0.976158940397351,0.9829302987197724,0.9913916786226685,0.9871428571428571,0.7931034482758621,0.8922475634492653,Hypothyroid,feature_CLD,670488,curriculum
GaussianNB,3,670488,0.9403973509933775,0.944141689373297,0.994261119081779,0.9685534591194969,0.29310344827586204,0.6436822836788205,Hypothyroid,feature_CLD,670488,curriculum
SVC,3,670488,0.9629139072847682,0.9652294853963839,0.9956958393113343,0.980225988700565,0.5689655172413793,0.7823306782763568,Hypothyroid,feature_CLD,670488,curriculum
KNeighborsClassifier,3,670488,0.9470198675496688,0.953103448275862,0.9913916786226685,0.9718706047819972,0.41379310344827586,0.7025923910354722,Hypothyroid,feature_CLD,670488,curriculum
LogisticRegression,3,670488,0.9708609271523179,0.987012987012987,0.9813486370157819,0.9841726618705036,0.8448275862068966,0.9130881116113392,Hypothyroid,feature_CLD,670488,static
RandomForestClassifier,3,670488,0.9774834437086093,0.9829545454545454,0.9928263988522238,0.9878658101356174,0.7931034482758621,0.8929649235640429,Hypothyroid,feature_CLD,670488,static
GaussianNB,3,670488,0.9430463576158941,0.9467213114754098,0.994261119081779,0.9699090272918125,0.3275862068965517,0.6609236629891654,Hypothyroid,feature_CLD,670488,static
SVC,3,670488,0.9629139072847682,0.9652294853963839,0.9956958393113343,0.980225988700565,0.5689655172413793,0.7823306782763568,Hypothyroid,feature_CLD,670488,static
KNeighborsClassifier,3,670488,0.9470198675496688,0.953103448275862,0.9913916786226685,0.9718706047819972,0.41379310344827586,0.7025923910354722,Hypothyroid,feature_CLD,670488,static
LogisticRegression,3,670488,0.9509933774834437,1.0,0.9469153515064562,0.9727339719970524,1.0,0.9734576757532281,Hypothyroid,feature_CLD,670488,self_paced
RandomForestClassifier,3,670488,0.9814569536423841,0.9871611982881597,0.9928263988522238,0.9899856938483548,0.8448275862068966,0.9188269925295602,Hypothyroid,feature_CLD,670488,self_paced
GaussianNB,3,670488,0.9165562913907285,0.9330601092896175,0.9799139167862266,0.9559132260321903,0.15517241379310345,0.5675431652896651,Hypothyroid,feature_CLD,670488,self_paced
SVC,3,670488,0.9629139072847682,0.9717912552891397,0.9885222381635581,0.9800853485064012,0.6551724137931034,0.8218473259783308,Hypothyroid,feature_CLD,670488,self_paced
KNeighborsClassifier,3,670488,0.9483443708609272,0.9556786703601108,0.9899569583931134,0.9725158562367865,0.4482758620689655,0.7191164102310394,Hypothyroid,feature_CLD,670488,self_paced
LogisticRegression,3,116740,0.9562913907284768,0.9853801169590644,0.9670014347202296,0.9761042722664736,0.8275862068965517,0.8972938208083907,Hypothyroid,feature_CLD,116740,curriculum
RandomForestClassifier,3,116740,0.9655629139072848,0.9813486370157819,0.9813486370157819,0.9813486370157819,0.7758620689655172,0.8786053529906496,Hypothyroid,feature_CLD,116740,curriculum
GaussianNB,3,116740,0.9417218543046357,0.9553695955369595,0.9827833572453372,0.9688826025459689,0.4482758620689655,0.7155296096571513,Hypothyroid,feature_CLD,116740,curriculum
SVC,3,116740,0.9536423841059603,0.9597222222222223,0.9913916786226685,0.9752999294283698,0.5,0.7456958393113342,Hypothyroid,feature_CLD,116740,curriculum
KNeighborsClassifier,3,116740,0.9403973509933775,0.9405405405405406,0.9985652797704447,0.9686847599164927,0.2413793103448276,0.6199722950576362,Hypothyroid,feature_CLD,116740,curriculum
LogisticRegression,3,116740,0.9562913907284768,0.9868035190615836,0.9655667144906743,0.9760696156635243,0.8448275862068966,0.9051971503487855,Hypothyroid,feature_CLD,116740,static
RandomForestClassifier,3,116740,0.9668874172185431,0.9827586206896551,0.9813486370157819,0.9820531227566404,0.7931034482758621,0.887226042645822,Hypothyroid,feature_CLD,116740,static
GaussianNB,3,116740,0.937748344370861,0.9551820728291317,0.9784791965566715,0.966690290574061,0.4482758620689655,0.7133775293128185,Hypothyroid,feature_CLD,116740,static
SVC,3,116740,0.9549668874172186,0.96105702364395,0.9913916786226685,0.9759887005649718,0.5172413793103449,0.7543165289665067,Hypothyroid,feature_CLD,116740,static
KNeighborsClassifier,3,116740,0.9403973509933775,0.944141689373297,0.994261119081779,0.9685534591194969,0.29310344827586204,0.6436822836788205,Hypothyroid,feature_CLD,116740,static
LogisticRegression,3,116740,0.952317880794702,0.9853157121879589,0.9626972740315638,0.9738751814223512,0.8275862068965517,0.8951417404640578,Hypothyroid,feature_CLD,116740,self_paced
RandomForestClassifier,3,116740,0.9682119205298013,0.9827833572453372,0.9827833572453372,0.9827833572453372,0.7931034482758621,0.8879434027605997,Hypothyroid,feature_CLD,116740,self_paced
GaussianNB,3,116740,0.9205298013245033,0.941747572815534,0.9741750358680057,0.9576868829337094,0.27586206896551724,0.6250185524167615,Hypothyroid,feature_CLD,116740,self_paced
SVC,3,116740,0.9589403973509933,0.9663865546218487,0.9899569583931134,0.9780297661233168,0.5862068965517241,0.7880819274724187,Hypothyroid,feature_CLD,116740,self_paced
KNeighborsClassifier,3,116740,0.9364238410596026,0.9427012278308322,0.9913916786226685,0.9664335664335665,0.27586206896551724,0.6336268737940929,Hypothyroid,feature_CLD,116740,self_paced
LogisticRegression,3,26226,0.9642384105960264,0.9970326409495549,0.9641319942611191,0.9803063457330415,0.9655172413793104,0.9648246178202147,Hypothyroid,feature_CLD,26226,curriculum
RandomForestClassifier,3,26226,0.9801324503311258,0.9956395348837209,0.9827833572453372,0.9891696750902527,0.9482758620689655,0.9655296096571513,Hypothyroid,feature_CLD,26226,curriculum
GaussianNB,3,26226,0.9509933774834437,0.9661016949152542,0.9813486370157819,0.9736654804270463,0.5862068965517241,0.783777766783753,Hypothyroid,feature_CLD,26226,curriculum
SVC,3,26226,0.9735099337748344,0.9774330042313117,0.994261119081779,0.9857752489331437,0.7241379310344828,0.8591995250581309,Hypothyroid,feature_CLD,26226,curriculum
KNeighborsClassifier,3,26226,0.9456953642384106,0.9493150684931507,0.994261119081779,0.9712683952347583,0.3620689655172414,0.6781650422995102,Hypothyroid,feature_CLD,26226,curriculum
LogisticRegression,3,26226,0.9642384105960264,0.9970326409495549,0.9641319942611191,0.9803063457330415,0.9655172413793104,0.9648246178202147,Hypothyroid,feature_CLD,26226,static
RandomForestClassifier,3,26226,0.9814569536423841,0.9970887918486172,0.9827833572453372,0.9898843930635838,0.9655172413793104,0.9741502993123238,Hypothyroid,feature_CLD,26226,static
GaussianNB,3,26226,0.9430463576158941,0.9567039106145251,0.9827833572453372,0.9695682944090588,0.46551724137931033,0.7241502993123238,Hypothyroid,feature_CLD,26226,static
SVC,3,26226,0.9721854304635762,0.9774011299435028,0.9928263988522238,0.9850533807829182,0.7241379310344828,0.8584821649433533,Hypothyroid,feature_CLD,26226,static
KNeighborsClassifier,3,26226,0.9470198675496688,0.9506172839506173,0.994261119081779,0.9719495091164095,0.3793103448275862,0.6867857319546826,Hypothyroid,feature_CLD,26226,static
LogisticRegression,3,26226,0.9615894039735099,0.9970238095238095,0.9612625538020086,0.9788166544923301,0.9655172413793104,0.9633898975906595,Hypothyroid,feature_CLD,26226,self_paced
RandomForestClassifier,3,26226,0.9841059602649007,0.9970972423802612,0.9856527977044476,0.9913419913419913,0.9655172413793104,0.9755850195418789,Hypothyroid,feature_CLD,26226,self_paced
GaussianNB,3,26226,0.937748344370861,0.9526462395543176,0.9813486370157819,0.9667844522968198,0.41379310344827586,0.6975708702320289,Hypothyroid,feature_CLD,26226,self_paced
SVC,3,26226,0.9695364238410596,0.9773371104815864,0.9899569583931134,0.9836065573770492,0.7241379310344828,0.8570474447137981,Hypothyroid,feature_CLD,26226,self_paced
KNeighborsClassifier,3,26226,0.9470198675496688,0.9506172839506173,0.994261119081779,0.9719495091164095,0.3793103448275862,0.6867857319546826,Hypothyroid,feature_CLD,26226,self_paced
LogisticRegression,3,670488,0.976158940397351,0.9843081312410842,0.9899569583931134,0.9871244635193133,0.8103448275862069,0.9001508929896601,Hypothyroid,feature_MV,670488,curriculum
RandomForestClassifier,3,670488,0.9774834437086093,0.9829545454545454,0.9928263988522238,0.9878658101356174,0.7931034482758621,0.8929649235640429,Hypothyroid,feature_MV,670488,curriculum
GaussianNB,3,670488,0.9721854304635762,0.9828571428571429,0.9870875179340028,0.9849677881173944,0.7931034482758621,0.8900954831049325,Hypothyroid,feature_MV,670488,curriculum
SVC,3,670488,0.9642384105960264,0.9665738161559888,0.9956958393113343,0.9809187279151943,0.5862068965517241,0.7909513679315292,Hypothyroid,feature_MV,670488,curriculum
KNeighborsClassifier,3,670488,0.9483443708609272,0.953168044077135,0.9928263988522238,0.9725931131412509,0.41379310344827586,0.7033097511502499,Hypothyroid,feature_MV,670488,curriculum
LogisticRegression,3,670488,0.976158940397351,0.9843081312410842,0.9899569583931134,0.9871244635193133,0.8103448275862069,0.9001508929896601,Hypothyroid,feature_MV,670488,static
RandomForestClassifier,3,670488,0.9748344370860927,0.9815340909090909,0.9913916786226685,0.9864382583868665,0.7758620689655172,0.8836268737940929,Hypothyroid,feature_MV,670488,static
GaussianNB,3,670488,0.9271523178807947,0.9302949061662198,0.9956958393113343,0.9618849618849619,0.10344827586206896,0.5495720575867017,Hypothyroid,feature_MV,670488,static
SVC,3,670488,0.9629139072847682,0.9652294853963839,0.9956958393113343,0.980225988700565,0.5689655172413793,0.7823306782763568,Hypothyroid,feature_MV,670488,static
KNeighborsClassifier,3,670488,0.9470198675496688,0.953103448275862,0.9913916786226685,0.9718706047819972,0.41379310344827586,0.7025923910354722,Hypothyroid,feature_MV,670488,static
LogisticRegression,3,670488,0.9245033112582781,0.9984423676012462,0.9196556671449068,0.9574309185959672,0.9827586206896551,0.9512071439172809,Hypothyroid,feature_MV,670488,self_paced
RandomForestClassifier,3,670488,0.9774834437086093,0.9857142857142858,0.9899569583931134,0.9878310665712241,0.8275862068965517,0.9087715826448326,Hypothyroid,feature_MV,670488,self_paced
GaussianNB,3,670488,0.9059602649006623,0.931129476584022,0.96987087517934,0.9501054111033029,0.13793103448275862,0.5539009548310493,Hypothyroid,feature_MV,670488,self_paced
SVC,3,670488,0.9589403973509933,0.9637883008356546,0.9928263988522238,0.9780918727915194,0.5517241379310345,0.7722752683916292,Hypothyroid,feature_MV,670488,self_paced
KNeighborsClassifier,3,670488,0.9470198675496688,0.955617198335645,0.9885222381635581,0.9717912552891397,0.4482758620689655,0.7183990501162618,Hypothyroid,feature_MV,670488,self_paced
LogisticRegression,3,116740,0.9562913907284768,0.9853801169590644,0.9670014347202296,0.9761042722664736,0.8275862068965517,0.8972938208083907,Hypothyroid,feature_MV,116740,curriculum
RandomForestClassifier,3,116740,0.9655629139072848,0.9799713876967096,0.9827833572453372,0.9813753581661891,0.7586206896551724,0.8707020234502547,Hypothyroid,feature_MV,116740,curriculum
GaussianNB,3,116740,0.9390728476821192,0.952712100139082,0.9827833572453372,0.9675141242937854,0.41379310344827586,0.6982882303468065,Hypothyroid,feature_MV,116740,curriculum
SVC,3,116740,0.9509933774834437,0.9570637119113573,0.9913916786226685,0.9739252995066948,0.46551724137931033,0.7284544600009895,Hypothyroid,feature_MV,116740,curriculum
KNeighborsClassifier,3,116740,0.9417218543046357,0.9418132611637348,0.9985652797704447,0.9693593314763231,0.25862068965517243,0.6285929847128086,Hypothyroid,feature_MV,116740,curriculum
LogisticRegression,3,116740,0.9562913907284768,0.9853801169590644,0.9670014347202296,0.9761042722664736,0.8275862068965517,0.8972938208083907,Hypothyroid,feature_MV,116740,static
RandomForestClassifier,3,116740,0.9642384105960264,0.9813218390804598,0.9799139167862266,0.9806173725771715,0.7758620689655172,0.8778879928758719,Hypothyroid,feature_MV,116740,static
GaussianNB,3,116740,0.9364238410596026,0.9488243430152143,0.9842180774748924,0.9661971830985916,0.3620689655172414,0.6731435214960669,Hypothyroid,feature_MV,116740,static
SVC,3,116740,0.9509933774834437,0.9570637119113573,0.9913916786226685,0.9739252995066948,0.46551724137931033,0.7284544600009895,Hypothyroid,feature_MV,116740,static
KNeighborsClassifier,3,116740,0.9390728476821192,0.9404600811907984,0.9971305595408895,0.967966573816156,0.2413793103448276,0.6192549349428585,Hypothyroid,feature_MV,116740,static
LogisticRegression,3,116740,0.9430463576158941,0.9954545454545455,0.9426111908177905,0.9683124539425203,0.9482758620689655,0.945443526443378,Hypothyroid,feature_MV,116740,self_paced
RandomForestClassifier,3,116740,0.9682119205298013,0.9855699855699855,0.9799139167862266,0.9827338129496402,0.8275862068965517,0.9037500618413892,Hypothyroid,feature_MV,116740,self_paced
GaussianNB,3,116740,0.8900662251655629,0.9385714285714286,0.9426111908177905,0.9405869720830351,0.25862068965517243,0.6006159402364815,Hypothyroid,feature_MV,116740,self_paced
SVC,3,116740,0.9562913907284768,0.9649859943977591,0.9885222381635581,0.9766123316796598,0.5689655172413793,0.7787438777024687,Hypothyroid,feature_MV,116740,self_paced
KNeighborsClassifier,3,116740,0.9403973509933775,0.9453551912568307,0.9928263988522238,0.9685094471658502,0.3103448275862069,0.6515856132192154,Hypothyroid,feature_MV,116740,self_paced
LogisticRegression,3,26226,0.9642384105960264,0.9955621301775148,0.9655667144906743,0.9803350327749454,0.9482758620689655,0.9569212882798199,Hypothyroid,feature_MV,26226,curriculum
RandomForestClassifier,3,26226,0.9801324503311258,0.9956395348837209,0.9827833572453372,0.9891696750902527,0.9482758620689655,0.9655296096571513,Hypothyroid,feature_MV,26226,curriculum
GaussianNB,3,26226,0.9483443708609272,0.9544198895027625,0.9913916786226685,0.9725545390570021,0.43103448275862066,0.7112130806906446,Hypothyroid,feature_MV,26226,curriculum
SVC,3,26226,0.9721854304635762,0.976056338028169,0.994261119081779,0.9850746268656716,0.7068965517241379,0.8505788354029584,Hypothyroid,feature_MV,26226,curriculum
KNeighborsClassifier,3,26226,0.9456953642384106,0.9493150684931507,0.994261119081779,0.9712683952347583,0.3620689655172414,0.6781650422995102,Hypothyroid,feature_MV,26226,curriculum
