dataset,hardness_metric,seed,weighting_strategy,mean_similarity,mean_ks_statistic,std_ks_statistic
Hypothyroid,feature_N2,670488,self_paced,0.5557133156373908,0.7263319676799161,0.17326828590933385
Hypothyroid,feature_N2,116740,curriculum,0.507969444722947,0.7115437586624712,0.17850431169664435
Vertebral,,670488,static,0.4928589939619328,0.46549015500628393,0.12931170654012947
Vertebral,,116740,static,0.46801774658236683,0.48120025136154165,0.13481063049244704
Vertebral,,26226,static,0.5035533431594141,0.45669250104733977,0.13382576111385674
Hypothyroid,feature_N2,116740,static,0.5536364375983842,0.7299551518184468,0.18079471885745124
Vertebral,relative_entropy,670488,curriculum,0.4571641390688238,0.5136677838290742,0.11225146931821874
Vertebral,relative_entropy,670488,static,0.45740574321388444,0.5580226225387516,0.09455624972434047
Vertebral,relative_entropy,670488,self_paced,0.5007238664310516,0.4622957687473816,0.14215819188917908
Vertebral,relative_entropy,116740,curriculum,0.45259336581542214,0.5855676581483032,0.10119044758450442
Vertebral,relative_entropy,116740,static,0.4403178391576643,0.5785504817762882,0.09296938348732847
Vertebral,relative_entropy,116740,self_paced,0.47919584075400323,0.4625052366987851,0.1409744601382566
Vertebral,relative_entropy,26226,curriculum,0.47729903324779094,0.5191139505655634,0.11610730793856362
Vertebral,relative_entropy,26226,static,0.47993853766744793,0.5357142857142857,0.12177764845047181
Vertebral,relative_entropy,26226,self_paced,0.5129535814946079,0.4318705488060327,0.15038166912258327
Vertebral,pca_contribution,670488,curriculum,0.4966826219631163,0.4678466694595727,0.11871056755871119
Vertebral,pca_contribution,670488,static,0.4773232420393511,0.5188521156263092,0.09525853050405199
Vertebral,pca_contribution,670488,self_paced,0.47542391771134557,0.4815144532886468,0.1304779173225241
Hypothyroid,feature_N2,116740,self_paced,0.5138289409859814,0.7369743077396756,0.1551385410369246
Vertebral,pca_contribution,116740,curriculum,0.4555787170063203,0.4429199832425638,0.12215582950387667
Vertebral,pca_contribution,116740,static,0.44762434009698326,0.46852744030163385,0.12357612788507052
ILPD,,670488,static,0.5789504129558138,0.3352887241513851,0.17166906703420112
Vertebral,pca_contribution,116740,self_paced,0.5054787099098963,0.5205278592375366,0.13416365055587248
ILPD,,116740,static,0.571047687690704,0.30198205228248143,0.1705188004060003
Vertebral,pca_contribution,26226,curriculum,0.45750409702821915,0.4613531629660662,0.14027392852450474
Vertebral,pca_contribution,26226,static,0.47103236255646674,0.47235023041474655,0.1190245302871118
ILPD,,26226,static,0.5517742673873413,0.31499804916113927,0.15437680499924308
Vertebral,pca_contribution,26226,self_paced,0.46451951583077483,0.5411080854629241,0.1366934070525298
ILPD,relative_entropy,670488,curriculum,0.46270064279823414,0.4946956691377293,0.1264172856929461
Vertebral,feature_kDN,670488,curriculum,0.4780194707148139,0.517804775869292,0.08196281799585559
Vertebral,feature_kDN,670488,static,0.4594802876074504,0.5297444490992878,0.07651635899433562
ILPD,relative_entropy,670488,static,0.47062602745208215,0.46474834178696844,0.11311045751617975
Vertebral,feature_kDN,670488,self_paced,0.4705444726136954,0.5431503979891077,0.11153969268388719
ILPD,relative_entropy,670488,self_paced,0.534167977229462,0.369609832227858,0.14622077728401955
Vertebral,feature_kDN,116740,curriculum,0.4623483767994621,0.5684436531210725,0.06516410442347513
ILPD,relative_entropy,116740,curriculum,0.4560325600808553,0.4905286773312525,0.11472016492426335
Vertebral,feature_kDN,116740,static,0.42097078977356095,0.6165165479681608,0.08588055089073356
Vertebral,feature_kDN,116740,self_paced,0.4388907334714917,0.5171763720150817,0.09624340058423518
ILPD,relative_entropy,116740,static,0.49070831850208796,0.48611587982832627,0.10611846204478766
Hypothyroid,feature_N2,26226,curriculum,0.5251091167256957,0.7224394524442926,0.20426747015359387
Vertebral,feature_kDN,26226,curriculum,0.45721855308312087,0.5635735232509427,0.07468344001578447
ILPD,relative_entropy,116740,self_paced,0.5475407609034995,0.34977565353101836,0.16874705254107417
Vertebral,feature_kDN,26226,static,0.4500428826730336,0.5574465856723921,0.07996982586770496
ILPD,relative_entropy,26226,curriculum,0.5165081318221395,0.4431564572766289,0.12973607336693302
Vertebral,feature_kDN,26226,self_paced,0.5005142803341923,0.47051738583996644,0.12812182632201852
Vertebral,feature_DS,670488,curriculum,0.495460734959056,0.5436740678676163,0.11894185781172707
ILPD,relative_entropy,26226,static,0.5183830418866965,0.4580472103004292,0.12124880542792113
Vertebral,feature_DS,670488,static,0.48594241398976956,0.5103162966066191,0.13985311743041376
ILPD,relative_entropy,26226,self_paced,0.5429309057262002,0.3209676160749122,0.16171479600725544
Vertebral,feature_DS,670488,self_paced,0.541348615636962,0.4278382907415166,0.14430454920691263
ILPD,pca_contribution,670488,curriculum,0.49875442135995485,0.3636422161529458,0.14596046742587435
Vertebral,feature_DS,116740,curriculum,0.5160396138174567,0.5107352325094261,0.1458363542735187
Vertebral,feature_DS,116740,static,0.5182933702633511,0.5369710934227063,0.14443870904858147
ILPD,pca_contribution,670488,static,0.5055821976015168,0.3521283651970348,0.14654901665655218
Vertebral,feature_DS,116740,self_paced,0.47775307908572406,0.4740783410138249,0.12893265008117458
ILPD,pca_contribution,670488,self_paced,0.5363284401028393,0.3652809207959423,0.147083729980428
Vertebral,feature_DS,26226,curriculum,0.5275619187881488,0.5264976958525346,0.1410442966590522
ILPD,pca_contribution,116740,curriculum,0.5014210445750434,0.3629633242294186,0.1560798525815367
Vertebral,feature_DS,26226,static,0.48363775544660553,0.4872748219522413,0.1555007526128032
Vertebral,feature_DS,26226,self_paced,0.5185219847723673,0.3840594888981986,0.15755553213528722
ILPD,pca_contribution,116740,static,0.49925249437825087,0.3497678501755755,0.1486604474948924
Hypothyroid,feature_N2,26226,static,0.525217048783281,0.7506668049751855,0.1920087739052084
Vertebral,feature_DCP,670488,curriculum,0.5343832828500741,0.37704231252618353,0.11034374248293372
ILPD,pca_contribution,116740,self_paced,0.5395280214957562,0.33886071010534524,0.15397058514285555
Vertebral,feature_DCP,670488,static,0.4792899500386581,0.5886049434436531,0.07257951166785391
ILPD,pca_contribution,26226,curriculum,0.5091738390043465,0.3651326570425283,0.1376399663969721
Vertebral,feature_DCP,670488,self_paced,0.5227338690218095,0.45988688730624216,0.14324771049977933
Vertebral,feature_DCP,116740,curriculum,0.5034055800999743,0.34724549643904484,0.11563337660471014
ILPD,pca_contribution,26226,static,0.5089566125879482,0.3844088958252048,0.1371262480714784
Vertebral,feature_DCP,116740,static,0.4791816856164451,0.6082425638877252,0.08338541347339849
ILPD,pca_contribution,26226,self_paced,0.5100802535234605,0.36557939914163096,0.14089689913776496
Vertebral,feature_DCP,116740,self_paced,0.48937263728523644,0.4525555090071219,0.1522413085210456
ILPD,feature_kDN,670488,curriculum,0.49487638032366976,0.37557549746390945,0.1352842488841317
Vertebral,feature_DCP,26226,curriculum,0.5764150928751103,0.29880603267700045,0.09857742950446546
Vertebral,feature_DCP,26226,static,0.4815052583426361,0.6029534981147885,0.07943338471033139
ILPD,feature_kDN,670488,static,0.47882058995530274,0.40714787358564186,0.13733274787215663
Vertebral,feature_DCP,26226,self_paced,0.5004400610715241,0.42752408881441134,0.15678203908049357
ILPD,feature_kDN,670488,self_paced,0.5277359367787283,0.35480296527506827,0.14558071325405114
Vertebral,feature_TD_P,670488,curriculum,0.5211744183349408,0.3801319648093841,0.05069075735414157
ILPD,feature_kDN,116740,curriculum,0.516166214263558,0.4130159968786579,0.14366530326015117
Vertebral,feature_TD_P,670488,static,0.4395439567748827,0.5983975701717638,0.07072238776138356
Vertebral,feature_TD_P,670488,self_paced,0.4973644006932608,0.45836824465856724,0.13606541772451475
Hypothyroid,feature_N2,26226,self_paced,0.5023635443632551,0.6770796218611348,0.15941989757468258
ILPD,feature_kDN,116740,static,0.4725735004581586,0.4162251268045259,0.13787453720868184
Vertebral,feature_TD_P,116740,curriculum,0.5343267746525251,0.3330016757436112,0.08816112660196486
ILPD,feature_kDN,116740,self_paced,0.5085862220906686,0.3852906749902458,0.1460098367536903
Vertebral,feature_TD_P,116740,static,0.45878631670911646,0.6105467113531631,0.07487955574482885
Vertebral,feature_TD_P,116740,self_paced,0.47177262822059496,0.39641809803100125,0.15648118213751028
ILPD,feature_kDN,26226,curriculum,0.5311401023379212,0.4330101443620757,0.13665532751354584
Vertebral,feature_TD_P,26226,curriculum,0.5109857526340784,0.41883116883116883,0.08318238466803209
ILPD,feature_kDN,26226,static,0.5334994746728529,0.4041104174795162,0.12817087726946966
Vertebral,feature_TD_P,26226,static,0.5153890349508556,0.5806975282781733,0.08764237712327387
ILPD,feature_kDN,26226,self_paced,0.5020880465824988,0.39693718298868513,0.12389826981904434
Vertebral,feature_TD_P,26226,self_paced,0.5050238923944147,0.3811269375785505,0.16714448226121523
Vertebral,feature_TD_U,670488,curriculum,0.4950304164295261,0.3347297863426895,0.06113760047804565
ILPD,feature_DS,670488,curriculum,0.5157513821260129,0.3407296137339056,0.15379664203874246
Vertebral,feature_TD_U,670488,static,0.4830409169669243,0.6293988269794722,0.06785217916776679
ILPD,feature_DS,670488,static,0.5521893620213028,0.3340889582520484,0.15564435238193036
Vertebral,feature_TD_U,670488,self_paced,0.48861189691769524,0.4649141181399246,0.14687266306799218
ILPD,feature_DS,670488,self_paced,0.5348148813538214,0.3939602028872415,0.1484443405264798
Vertebral,feature_TD_U,116740,curriculum,0.5025734392011646,0.3385525764558022,0.0922295501346306
Vertebral,feature_TD_U,116740,static,0.44290655649292976,0.6022727272727273,0.06638238169949945
ILPD,feature_DS,116740,curriculum,0.533226326487802,0.3471888412017168,0.12162440634891672
Vertebral,feature_TD_U,116740,self_paced,0.4647236809988299,0.45177000418935903,0.1351995351309111
Hypothyroid,feature_LSC,670488,curriculum,0.635192986934654,0.6756669653985926,0.17873706507845902
ILPD,feature_DS,116740,static,0.5148333507036277,0.35942450253609054,0.13792766801403178
Vertebral,feature_TD_U,26226,curriculum,0.5162080246306305,0.2876518642647675,0.10083981134531862
Vertebral,feature_TD_U,26226,static,0.4869898514010235,0.583472978634269,0.07905677500319883
ILPD,feature_DS,116740,self_paced,0.5516537188365037,0.3412953570035115,0.1567987723731779
Vertebral,feature_TD_U,26226,self_paced,0.5162934578435314,0.4069438625890238,0.1522075847114609
ILPD,feature_DS,26226,curriculum,0.5351114856814908,0.33787748731954736,0.1553632568192729
Vertebral,feature_CL,670488,curriculum,0.46203934372950756,0.5531001256807708,0.07561136616562661
ILPD,feature_DS,26226,static,0.5437486976764409,0.33231954740538433,0.1511009179804659
Vertebral,feature_CL,670488,static,0.4550928604419375,0.5512149141181398,0.08641917603076014
Vertebral,feature_CL,670488,self_paced,0.45821737084284786,0.5548806032677,0.09350406868643561
ILPD,feature_DS,26226,self_paced,0.5292578784868225,0.3646742099102614,0.1457173440807317
Vertebral,feature_CL,116740,curriculum,0.4448444759433398,0.6171449518223712,0.08233529457185397
ILPD,feature_DCP,670488,curriculum,0.5288106620994125,0.3824268435427234,0.15359663078509636
Vertebral,feature_CL,116740,static,0.43961637111273,0.6438521156263091,0.0914557921633083
ILPD,feature_DCP,670488,static,0.49769620162030626,0.37920991026141243,0.1512997371335422
Vertebral,feature_CL,116740,self_paced,0.43176892907508924,0.5903330540427314,0.07793383145361617
Vertebral,feature_CL,26226,curriculum,0.4726621185081716,0.6052052785923753,0.08104288375767954
ILPD,feature_DCP,670488,self_paced,0.5161581597791927,0.33128560280920794,0.10267166773605488
Vertebral,feature_CL,26226,static,0.4696044552214214,0.5555613741097611,0.10180869731502891
ILPD,feature_DCP,116740,curriculum,0.5020334472427243,0.40522434646898164,0.13951877989066985
Hypothyroid,feature_LSC,670488,static,0.6220115298231657,0.694841253064281,0.16512431306945669
Vertebral,feature_CL,26226,self_paced,0.4984795003649428,0.5052366987850859,0.13782597250530787
Vertebral,feature_CLD,670488,curriculum,0.4745509191428532,0.5528906577293674,0.056432810120347766
ILPD,feature_DCP,116740,static,0.5175354156812246,0.41118611002731176,0.1478438697073118
Vertebral,feature_CLD,670488,static,0.45858251269207395,0.5756702974444909,0.1048937825630901
ILPD,feature_DCP,116740,self_paced,0.5177092535446322,0.32176550916894264,0.10905227424469856
Vertebral,feature_CLD,670488,self_paced,0.5046281621991285,0.508169250104734,0.1081442583075954
ILPD,feature_DCP,26226,curriculum,0.5408755023285692,0.43705813499804924,0.11238691473363577
Vertebral,feature_CLD,116740,curriculum,0.4391787861766459,0.6155215751989944,0.07732566949380552
Vertebral,feature_CLD,116740,static,0.4296809840054858,0.6136887306242145,0.09212596013595371
ILPD,feature_DCP,26226,static,0.5319149066504715,0.439192352711666,0.1277778956389971
Vertebral,feature_CLD,116740,self_paced,0.4370081336054452,0.6221721826560537,0.06637535851214971
ILPD,feature_DCP,26226,self_paced,0.5190331990890815,0.3629282091299259,0.08165996349200394
Vertebral,feature_CLD,26226,curriculum,0.41839269555047903,0.6132174277335568,0.10497419560687478
Vertebral,feature_CLD,26226,static,0.501485598264789,0.5952031839128614,0.08317658221495897
ILPD,feature_TD_P,670488,curriculum,0.5378865372709573,0.37893289114319156,0.141713831137342
Vertebral,feature_CLD,26226,self_paced,0.47793918622098164,0.5727901131126938,0.10424485178312967
ILPD,feature_TD_P,670488,static,0.5665344884787132,0.37935037065938354,0.12999980649097415
Vertebral,feature_MV,670488,curriculum,0.5089851744758569,0.49052157519899453,0.1548282047526734
ILPD,feature_TD_P,670488,self_paced,0.5686614116900796,0.29903043308622707,0.15533659415643067
Vertebral,feature_MV,670488,static,0.5117474774793044,0.49931922915793886,0.1409515432662426
Hypothyroid,feature_LSC,670488,self_paced,0.5610241195550187,0.7239348668475449,0.19248149581241536
Vertebral,feature_MV,670488,self_paced,0.501564675036071,0.41369920402178467,0.14840898595038576
ILPD,feature_TD_P,116740,curriculum,0.5285673629373614,0.32071400702301994,0.14726821703229223
Vertebral,feature_MV,116740,curriculum,0.46548079685290816,0.4783724340175953,0.16240249999163597
ILPD,feature_TD_P,116740,static,0.49774090332271737,0.5385076082715567,0.09601377955067221
Vertebral,feature_MV,116740,static,0.48075207659576397,0.516705069124424,0.15152139761775257
ILPD,feature_TD_P,116740,self_paced,0.5372989139434525,0.34046234880998827,0.13537697783589878
Vertebral,feature_MV,116740,self_paced,0.5012329789632566,0.42322999581064097,0.12487406492640829
Vertebral,feature_MV,26226,curriculum,0.5281150250519653,0.4780058651026393,0.15814767906612234
ILPD,feature_TD_P,26226,curriculum,0.5457894835582185,0.3741201716738198,0.15148402137979716
Vertebral,feature_MV,26226,static,0.5388013100602831,0.4780058651026393,0.16710121200248276
ILPD,feature_TD_P,26226,static,0.5506664744064568,0.3594947327350761,0.1528426354997836
Vertebral,feature_MV,26226,self_paced,0.49117710794655495,0.45904901550062843,0.12978280812331108
Vertebral,feature_CB,670488,curriculum,0.509300349425011,0.5280163385002095,0.13900660829279515
ILPD,feature_TD_P,26226,self_paced,0.5407808581105968,0.31476199765899343,0.15277314872593648
Vertebral,feature_CB,670488,static,0.5249198827564837,0.49507750314201926,0.16325448567085807
ILPD,feature_TD_U,670488,curriculum,0.4882588515378696,0.4287787748731955,0.12770249039678327
Vertebral,feature_CB,670488,self_paced,0.4911145956916946,0.4109237536656892,0.13579387006198984
ILPD,feature_TD_U,670488,static,0.5044227411929112,0.3983827545844713,0.13641215985668703
Vertebral,feature_CB,116740,curriculum,0.49457966064321407,0.5489107666527022,0.12287424666834287
Vertebral,feature_CB,116740,static,0.4467335446772856,0.4946585672392124,0.1521696725347584
ILPD,feature_TD_U,670488,self_paced,0.5330364850808097,0.3406886461178306,0.1570875860071255
Hypothyroid,feature_LSC,116740,curriculum,0.5607685408504529,0.6586364583739063,0.16232409637404754
Vertebral,feature_CB,116740,self_paced,0.48201643531467286,0.41045245077503145,0.14990020772971743
ILPD,feature_TD_U,116740,curriculum,0.452133851623282,0.42774092859929774,0.12098161959935501
Vertebral,feature_CB,26226,curriculum,0.4773743063522884,0.49821952241307077,0.14421912188291164
ILPD,feature_TD_U,116740,static,0.44356300924369463,0.4395727662895045,0.11539287922127371
Vertebral,feature_CB,26226,static,0.49600243339560074,0.5514767490573942,0.12595879387003625
Vertebral,feature_CB,26226,self_paced,0.514863003275074,0.42270632593213237,0.11635668957428603
ILPD,feature_TD_U,116740,self_paced,0.5199416454867893,0.3197854077253219,0.1598726209526315
Vertebral,feature_N1,670488,curriculum,0.4637578233304869,0.4440720569752828,0.07029249473134921
ILPD,feature_TD_U,26226,curriculum,0.4747981528257531,0.4376882559500585,0.10921020289904633
Vertebral,feature_N1,670488,static,0.5029309815844638,0.432865521575199,0.09743769948282546
Vertebral,feature_N1,670488,self_paced,0.48253374608289823,0.5046082949308756,0.12132265937074858
ILPD,feature_TD_U,26226,static,0.4709420478498793,0.40048966055403823,0.11952979101694268
Vertebral,feature_N1,116740,curriculum,0.45517195072859656,0.46669459572685373,0.06772600491375637
ILPD,feature_TD_U,26226,self_paced,0.5350553733265941,0.3390031213421772,0.14931740971506968
Vertebral,feature_N1,116740,static,0.45277488246207026,0.47957687473816507,0.08701332486386563
ILPD,feature_CL,670488,curriculum,0.525374210531123,0.4391104174795162,0.11890267400571362
Vertebral,feature_N1,116740,self_paced,0.5015185937647496,0.4690511101801424,0.1422849896139133
Vertebral,feature_N1,26226,curriculum,0.48537122860282916,0.45915374947633014,0.057230002459248565
ILPD,feature_CL,670488,static,0.5462103171129594,0.39865587202497077,0.1414012823955816
Vertebral,feature_N1,26226,static,0.4948508250428704,0.424696271470465,0.09119199353193831
Hypothyroid,feature_LSC,116740,static,0.566303341161694,0.6539608505776063,0.17816725405787326
ILPD,feature_CL,670488,self_paced,0.5034464481525678,0.37690206788919234,0.15608832290954314
Vertebral,feature_N1,26226,self_paced,0.5000787858025983,0.4500418935902807,0.13611871537389836
ILPD,feature_CL,116740,curriculum,0.5523042298570359,0.4288119391338276,0.1375244893026143
Vertebral,feature_N2,670488,curriculum,0.4652669988261757,0.5712714704650189,0.07909467962387248
Vertebral,feature_N2,670488,static,0.49901991064286333,0.5560326770004189,0.0857277500880002
ILPD,feature_CL,116740,static,0.5545066431173725,0.41828911431915733,0.1336562511327439
Vertebral,feature_N2,670488,self_paced,0.5077327532315141,0.4980624214495181,0.1267493801980791
ILPD,feature_CL,116740,self_paced,0.5214776335604088,0.36506437768240346,0.14077314925923204
Vertebral,feature_N2,116740,curriculum,0.4807256956302532,0.45485965647255966,0.11033618710957309
Vertebral,feature_N2,116740,static,0.4829137000529058,0.46569962295768746,0.11914510560867338
ILPD,feature_CL,26226,curriculum,0.5395558252929916,0.4487826765509169,0.13546739025152926
Vertebral,feature_N2,116740,self_paced,0.4716550853493995,0.5607980728948471,0.11342660556277281
ILPD,feature_CL,26226,static,0.5726030819848922,0.42219079204057747,0.1381519496741965
Vertebral,feature_N2,26226,curriculum,0.4964905047654809,0.5226225387515709,0.10567502447489731
ILPD,feature_CL,26226,self_paced,0.514626440554323,0.37212056184159187,0.11791041923578782
Vertebral,feature_N2,26226,static,0.46679811907915525,0.4890029325513197,0.11573928888007397
Vertebral,feature_N2,26226,self_paced,0.5290664812298284,0.4943443653121072,0.13420797753495636
ILPD,feature_CLD,670488,curriculum,0.5314223228943595,0.39878267655091687,0.13337621338452565
Vertebral,feature_LSC,670488,curriculum,0.48818796192252856,0.3936950146627566,0.12530928900640703
ILPD,feature_CLD,670488,static,0.5177102431712127,0.40223566133437383,0.13993398149668568
Vertebral,feature_LSC,670488,static,0.48762541299457585,0.4124947633012149,0.13376252964848867
Hypothyroid,feature_LSC,116740,self_paced,0.49976650459281696,0.7432702778739212,0.171012171699265
Vertebral,feature_LSC,670488,self_paced,0.4952301213941969,0.5325198994553834,0.09917428225440866
ILPD,feature_CLD,670488,self_paced,0.4893413245818144,0.3959481076863051,0.1343435866292425
Vertebral,feature_LSC,116740,curriculum,0.4994814122775308,0.4279430247172183,0.13432063990039272
ILPD,feature_CLD,116740,curriculum,0.5476199678669358,0.3987241513850956,0.13724748348215168
Vertebral,feature_LSC,116740,static,0.5006887643626481,0.3935902806870549,0.1148192275130246
ILPD,feature_CLD,116740,static,0.5160960616952958,0.40735076082715566,0.1386059372722814
Vertebral,feature_LSC,116740,self_paced,0.46836984049478675,0.5916945957268539,0.10583271076372602
Vertebral,feature_LSC,26226,curriculum,0.550195296527988,0.4219208211143695,0.12923561497496763
ILPD,feature_CLD,116740,self_paced,0.5001576544523854,0.3714007023019899,0.1395465994596152
Vertebral,feature_LSC,26226,static,0.5114928975563888,0.3571428571428571,0.14940546671899385
ILPD,feature_CLD,26226,curriculum,0.5610224801412593,0.4457998439328911,0.12691112938462198
Vertebral,feature_LSC,26226,self_paced,0.4999803988219644,0.5185902806870549,0.12415314972527895
Vertebral,feature_LSR,670488,curriculum,0.4801676503144388,0.45496439044826137,0.11959980323720586
ILPD,feature_CLD,26226,static,0.5172667184833774,0.4292898946547016,0.12502571492191356
Vertebral,feature_LSR,670488,static,0.5052136928595296,0.4455906996229578,0.11905017082314868
ILPD,feature_CLD,26226,self_paced,0.5240831966390925,0.36540772532188837,0.12557396321084444
Vertebral,feature_LSR,670488,self_paced,0.4607872972612442,0.5551948051948051,0.0935246254603765
ILPD,feature_MV,670488,curriculum,0.4899148541529586,0.3661587982832618,0.14197600720698017
Vertebral,feature_LSR,116740,curriculum,0.46207056121974605,0.4653854210305823,0.1235558434720018
Hypothyroid,feature_LSC,26226,curriculum,0.5536614872989931,0.669349908650029,0.174880516436231
Vertebral,feature_LSR,116740,static,0.4918691818147383,0.4682656053623795,0.09973963383313526
ILPD,feature_MV,670488,static,0.5130519609404537,0.40366367538041353,0.141068393740213
Vertebral,feature_LSR,116740,self_paced,0.46320700796719744,0.5063887725178047,0.12875791108780266
ILPD,feature_MV,670488,self_paced,0.5517274635989406,0.30152555598907527,0.11755451752226397
Vertebral,feature_LSR,26226,curriculum,0.47257584275144515,0.4366883116883117,0.14116047809420051
ILPD,feature_MV,116740,curriculum,0.494063606667841,0.3645532579008974,0.14958282307266377
Vertebral,feature_LSR,26226,static,0.494796855849702,0.4262149141181399,0.14956944992292331
Vertebral,feature_LSR,26226,self_paced,0.5397436327106769,0.4869082530372853,0.14845901594478508
ILPD,feature_MV,116740,static,0.5518826878648818,0.3933339836129537,0.15842952096821886
Vertebral,feature_Harmfulness,670488,curriculum,0.4570503407538107,0.48465647255969835,0.04874103635329597
ILPD,feature_MV,116740,self_paced,0.5472712692434583,0.3237436597737027,0.14885408787943105
Vertebral,feature_Harmfulness,670488,static,0.499559931379603,0.46926057813154587,0.09410177238416553
Vertebral,feature_Harmfulness,670488,self_paced,0.44779145056276,0.5199518223711772,0.11000276328769543
ILPD,feature_MV,26226,curriculum,0.5338378179609797,0.41720054623488106,0.1215431722020598
Vertebral,feature_Harmfulness,116740,curriculum,0.4274161080921622,0.47900083787180564,0.06680287328870871
ILPD,feature_MV,26226,static,0.5604548734655522,0.41322473663675385,0.13195538981661584
Vertebral,feature_Harmfulness,116740,static,0.4820159563124434,0.48659405111018,0.08153545053366353
ILPD,feature_MV,26226,self_paced,0.5238297088682577,0.3406340226297308,0.14683419857866561
Vertebral,feature_Harmfulness,116740,self_paced,0.45218250856073783,0.5565039798910767,0.09498338056919156
Vertebral,feature_Harmfulness,26226,curriculum,0.4810304490774453,0.4844993715961458,0.08206904481607329
ILPD,feature_CB,670488,curriculum,0.5185614926571388,0.3649258681232931,0.14775628307119118
Hypothyroid,feature_LSC,26226,static,0.5514407547336276,0.6798295494065473,0.17259665989131764
Vertebral,feature_Harmfulness,26226,static,0.4616995723380126,0.477377461248429,0.08519366998548523
ILPD,feature_CB,670488,static,0.5382376280092597,0.39514826375341394,0.14000678036277334
Vertebral,feature_Harmfulness,26226,self_paced,0.450046656684016,0.5182237117720988,0.09644031645747149
ILPD,feature_CB,670488,self_paced,0.5607169772261091,0.3063226687475614,0.1632683922344341
Vertebral,feature_F1,670488,curriculum,0.49620661496892515,0.45087976539589436,0.12149502327671866
Vertebral,feature_F1,670488,static,0.513753307493311,0.514453288646837,0.12539762652271963
ILPD,feature_CB,116740,curriculum,0.5207235306026855,0.4507783847054234,0.1275333835613978
Vertebral,feature_F1,670488,self_paced,0.5067804327050432,0.4360075408462506,0.14252627948182298
ILPD,feature_CB,116740,static,0.5156580956961992,0.4258915333593445,0.15080028462497924
Vertebral,feature_F1,116740,curriculum,0.5015234843328896,0.45318391286133214,0.15823889652708412
Vertebral,feature_F1,116740,static,0.48070285095026477,0.4733452031839129,0.14286674058969323
ILPD,feature_CB,116740,self_paced,0.5281603027735563,0.33224541552867737,0.16112672997071095
Vertebral,feature_F1,116740,self_paced,0.4778129565731564,0.43658357771260997,0.14764402084282185
ILPD,feature_CB,26226,curriculum,0.5497399505659496,0.41741708934841987,0.1370873340206489
Vertebral,feature_F1,26226,curriculum,0.5217269265548558,0.45732090490155003,0.14467102376742708
ILPD,feature_CB,26226,static,0.5473905171028143,0.4288860710105345,0.14495390903757818
Vertebral,feature_F1,26226,static,0.4644278181141983,0.45548806032677003,0.1488999473828755
Vertebral,feature_F1,26226,self_paced,0.49666650232056264,0.41877880184331795,0.14153844568942592
ILPD,feature_CB,26226,self_paced,0.5740322348653445,0.327321498244245,0.13095197614576387
Vertebral,feature_F2,670488,curriculum,0.48094789730463144,0.5658776707163804,0.055410558808042215
Hypothyroid,feature_LSC,26226,self_paced,0.49154019319635944,0.7440559103845632,0.1901367859951453
ILPD,feature_N1,670488,curriculum,0.491730720782611,0.3710144362075693,0.13982834117707868
Vertebral,feature_F2,670488,static,0.49164227865330606,0.5728948470883956,0.0784267633442489
Vertebral,feature_F2,670488,self_paced,0.4854792828970513,0.4539170506912443,0.13372908790065813
ILPD,feature_N1,670488,static,0.4885847326389015,0.38566718689036283,0.1315539352890101
Vertebral,feature_F2,116740,curriculum,0.4385922178644122,0.5264976958525346,0.059789020828011775
ILPD,feature_N1,670488,self_paced,0.5301237737033392,0.3080608661724542,0.1667536631370702
Vertebral,feature_F2,116740,static,0.4597186541745044,0.5169145370758275,0.08847337119053264
ILPD,feature_N1,116740,curriculum,0.5006249994374828,0.43155676941084664,0.12399035558687374
Vertebral,feature_F2,116740,self_paced,0.4676315299773635,0.49476330121491413,0.12449099069290102
Vertebral,feature_F2,26226,curriculum,0.47101257264581703,0.5360808546292417,0.06954296553509473
ILPD,feature_N1,116740,static,0.492193022990614,0.4532793601248537,0.12054110479050593
Vertebral,feature_F2,26226,static,0.5006864137278065,0.5461353162966066,0.09499914303560203
ILPD,feature_N1,116740,self_paced,0.5232664933683103,0.32458447132266877,0.15557310608519945
Vertebral,feature_F2,26226,self_paced,0.4830881113683358,0.5058651026392963,0.12225797558391295
ILPD,feature_N1,26226,curriculum,0.528070229207808,0.4518747561451425,0.11492307495343397
Vertebral,feature_F3,670488,curriculum,0.47721867736991747,0.4936635944700461,0.11828549220116616
Vertebral,feature_F3,670488,static,0.4832523986839273,0.5361332216170925,0.12559922644375665
ILPD,feature_N1,26226,static,0.5545054941026882,0.4411158798283262,0.13909612414485611
Vertebral,feature_F3,670488,self_paced,0.46947425140644544,0.4139086719731881,0.1550635940658431
ILPD,feature_N1,26226,self_paced,0.5476997245416304,0.32344713226687477,0.15023726635426313
Vertebral,feature_F3,116740,curriculum,0.45728094681503767,0.5236175115207374,0.09910324818390974
Hypothyroid,feature_LSR,670488,curriculum,0.6025994478894791,0.699632965075097,0.19651086666413453
Vertebral,feature_F3,116740,static,0.44487723892699493,0.55304775869292,0.12450301746081041
ILPD,feature_N2,670488,curriculum,0.5163995178681869,0.3415626219274288,0.15692219045202843
Vertebral,feature_F3,116740,self_paced,0.49725347473738446,0.4334415584415584,0.13076199398050914
ILPD,feature_N2,670488,static,0.5162225493804703,0.34980686695278973,0.1579958678812453
Vertebral,feature_F3,26226,curriculum,0.4617834706231139,0.5161813992459153,0.12479865163421701
