dataset,hardness_metric,seed,weighting_strategy,mean_similarity,mean_ks_statistic,std_ks_statistic
Haberman,feature_F2,670488,self_paced,0.5734672636113505,0.3513445498993385,0.1292181601999491
NewThyroid1,feature_N1,26226,self_paced,0.453998558130607,0.6338545843357392,0.16030933574764267
Hypothyroid,feature_F1,26226,self_paced,0.5510779071081053,0.668252109582478,0.1623601328291702
Haberman,feature_F2,116740,curriculum,0.46150148243920425,0.5387906241012368,0.10116155857312863
NewThyroid1,feature_N2,670488,curriculum,0.4371324626017107,0.6954022988505747,0.13067566446849274
NewThyroid1,feature_N2,670488,static,0.45227280545013204,0.7302191927292169,0.11585322770404902
Haberman,feature_F2,116740,static,0.4625021923480846,0.5207973828012655,0.11185683667310108
NewThyroid1,feature_N2,670488,self_paced,0.40156992851914564,0.6596832397754611,0.13238496689421717
Haberman,feature_F2,116740,self_paced,0.5678468978940202,0.311061978717285,0.15192864459014013
NewThyroid1,feature_N2,116740,curriculum,0.46325801284388807,0.7253074044373161,0.14623967327785597
Haberman,feature_F2,26226,curriculum,0.4843132919275066,0.5187482024733966,0.09971236845910442
NewThyroid1,feature_N2,116740,static,0.43290340458848564,0.7162189254210104,0.12318316268915319
NewThyroid1,feature_N2,116740,self_paced,0.4707815944588596,0.7032544774124565,0.12665699636562544
Haberman,feature_F2,26226,static,0.47327256944634793,0.5358606557377049,0.09595657491989502
NewThyroid1,feature_N2,26226,curriculum,0.42281378334547925,0.7070970328789095,0.11559380152643925
Haberman,feature_F2,26226,self_paced,0.5858000860246737,0.32279982743744606,0.16307057123984522
NewThyroid1,feature_N2,26226,static,0.45307810323480585,0.7104049719326384,0.11715076152464336
Haberman,feature_F3,670488,curriculum,0.47709976042720653,0.540696002300834,0.09082632809786252
NewThyroid1,feature_N2,26226,self_paced,0.4588072275352185,0.6485565356856455,0.14706951896786066
Haberman,feature_F3,670488,static,0.4875362627581002,0.5494859073914293,0.09691655861129579
NewThyroid1,feature_LSC,670488,curriculum,0.4998380104744941,0.6838746324512163,0.15628751917068062
NewThyroid1,feature_LSC,670488,static,0.4374164315457406,0.7089681903234429,0.13052507052283044
Haberman,feature_F3,670488,self_paced,0.5366226639856548,0.35044578659764164,0.13854686740215638
NewThyroid1,feature_LSC,670488,self_paced,0.39689781387330814,0.6960037423148892,0.12412728631236236
Haberman,feature_F3,116740,curriculum,0.48231905048744406,0.5449381650848433,0.09207793838418256
NewThyroid1,feature_LSC,116740,curriculum,0.4621206322232772,0.6983761026463512,0.16218247017253487
Haberman,feature_F3,116740,static,0.47780401013831447,0.5305939027897613,0.10684798722145439
NewThyroid1,feature_LSC,116740,static,0.44941494016374095,0.7059943865276663,0.13939245548795118
NewThyroid1,feature_LSC,116740,self_paced,0.43778651270190305,0.6803662122427158,0.1070460902599233
Haberman,feature_F3,116740,self_paced,0.5450188033710913,0.3381507046304285,0.14970858274921744
Hypothyroid,feature_F2,670488,curriculum,0.6328201927450733,0.6480591552838103,0.16870664613807418
NewThyroid1,feature_LSC,26226,curriculum,0.46423960090025856,0.7023857257417802,0.14547790589762427
Haberman,feature_F3,26226,curriculum,0.47759001258686595,0.5199165947656026,0.1044872141960697
NewThyroid1,feature_LSC,26226,static,0.4728997975178964,0.6602846832397755,0.141472367092197
Haberman,feature_F3,26226,static,0.45537741461479275,0.5348360655737705,0.09652922715831044
NewThyroid1,feature_LSC,26226,self_paced,0.443812841159801,0.6578120823309276,0.14123340845827695
Haberman,feature_F3,26226,self_paced,0.6505310977439981,0.3173533218291631,0.14532533245218307
NewThyroid1,feature_LSR,670488,curriculum,0.4383056880386752,0.7058941459502807,0.1240332040957173
NewThyroid1,feature_LSR,670488,static,0.4440780594015636,0.7167535418337344,0.14218615817544408
Haberman,feature_F4,670488,curriculum,0.5056965472702591,0.44884239286741445,0.14193711239780954
NewThyroid1,feature_LSR,670488,self_paced,0.4315217068345898,0.6691058540497193,0.1692004233382591
Haberman,feature_F4,670488,static,0.4909915313452681,0.4523116192119643,0.14962002793144055
NewThyroid1,feature_LSR,116740,curriculum,0.45271555038480954,0.7079657845495856,0.12703919179467044
Haberman,feature_F4,670488,self_paced,0.5693471631978984,0.3457722174288179,0.16501349828816228
NewThyroid1,feature_LSR,116740,static,0.44246094529680596,0.6928962844159314,0.14926273762842998
NewThyroid1,feature_LSR,116740,self_paced,0.44243337084092843,0.6448810478481689,0.15299434288233962
Haberman,feature_F4,116740,curriculum,0.529342945781409,0.44411489790048897,0.1256016964654799
NewThyroid1,feature_LSR,26226,curriculum,0.4642776677738235,0.6900895482491313,0.1300067045798508
Haberman,feature_F4,116740,static,0.4629677127089521,0.4954882082254818,0.1172382445188564
NewThyroid1,feature_LSR,26226,static,0.44459044368213857,0.7056602512697139,0.12396310443790386
Haberman,feature_F4,116740,self_paced,0.5461373345144924,0.36655162496404947,0.18370705705419704
NewThyroid1,feature_LSR,26226,self_paced,0.45515707333232436,0.6577118417535418,0.1487151614866824
Haberman,feature_F4,26226,curriculum,0.46463291521671624,0.42392867414437735,0.1362184304103516
NewThyroid1,feature_Harmfulness,670488,curriculum,0.4535148353553604,0.5827653033948142,0.11623622438952652
NewThyroid1,feature_Harmfulness,670488,static,0.4678352821189148,0.6209569633787757,0.13214717847127622
Haberman,feature_F4,26226,static,0.4451217062273871,0.4527430255967788,0.14688022147508625
NewThyroid1,feature_Harmfulness,670488,self_paced,0.40912411856288833,0.6375968992248063,0.13055585997447056
Haberman,feature_F4,26226,self_paced,0.5750780238884131,0.33554429105550765,0.16159329773070977
NewThyroid1,feature_Harmfulness,116740,curriculum,0.48917296925962656,0.579691259021652,0.13588327878492024
Hypothyroid,feature_F2,670488,static,0.47072620316297337,0.8691422597768029,0.13149496673403108
NewThyroid1,feature_Harmfulness,116740,static,0.48902484556510556,0.6335538626035819,0.11912233114185346
Thoracic,,670488,static,0.5203398732217512,0.6519406834300452,0.19313763989850705
NewThyroid1,feature_Harmfulness,116740,self_paced,0.43099791545174865,0.6964715316760225,0.13960754882034634
Thoracic,,116740,static,0.5393672053049194,0.6558478401031593,0.18965279822844602
NewThyroid1,feature_Harmfulness,26226,curriculum,0.4616803563571928,0.57942395081529,0.11325135400499821
NewThyroid1,feature_Harmfulness,26226,static,0.478074605511495,0.635892809409249,0.14256674393319485
Thoracic,,26226,static,0.5116286181964443,0.6681528046421664,0.18751760247398358
NewThyroid1,feature_Harmfulness,26226,self_paced,0.42638937809376987,0.6843424218123496,0.14354248845721032
NewThyroid1,feature_F1,670488,curriculum,0.4132164238552205,0.6986434108527132,0.09961751138814519
Thoracic,relative_entropy,670488,curriculum,0.48600724045498783,0.7254126370083815,0.2129953922868252
NewThyroid1,feature_F1,670488,static,0.44942303660836497,0.765069500133654,0.11373375698710507
Thoracic,relative_entropy,670488,static,0.46498390063127654,0.7493230174081238,0.20148313862012007
NewThyroid1,feature_F1,670488,self_paced,0.40756426243312127,0.6612202619620423,0.16271551702695913
NewThyroid1,feature_F1,116740,curriculum,0.4362319163827665,0.7172547447206629,0.1257053966008527
Thoracic,relative_entropy,670488,self_paced,0.49034938001137274,0.6627627337201806,0.17096076718855333
NewThyroid1,feature_F1,116740,static,0.42399468243457955,0.697507350975675,0.1348661338132983
NewThyroid1,feature_F1,116740,self_paced,0.4468208529840132,0.6974739374498796,0.13693518406070634
Thoracic,relative_entropy,116740,curriculum,0.46818242964114937,0.7365087040618955,0.20005645920895085
NewThyroid1,feature_F1,26226,curriculum,0.42801978707799176,0.7002472600908849,0.1148314576598442
NewThyroid1,feature_F1,26226,static,0.44714934130529393,0.7079991980753809,0.11363413511235586
Thoracic,relative_entropy,116740,static,0.4878705736829005,0.7347678916827853,0.2049979853574
NewThyroid1,feature_F1,26226,self_paced,0.4804404725138119,0.6702419139267576,0.1562242850549441
Thoracic,relative_entropy,116740,self_paced,0.4984441880981921,0.6641360412637008,0.20350323769641426
NewThyroid1,feature_F2,670488,curriculum,0.4612076370985525,0.7196271050521251,0.14094451373068811
Hypothyroid,feature_F2,670488,self_paced,0.6297050616880562,0.6557606021210418,0.1633129556076977
NewThyroid1,feature_F2,670488,static,0.44047261084214107,0.7108727612937717,0.1461118162077758
Thoracic,relative_entropy,26226,curriculum,0.47545990820352435,0.7209929078014184,0.2065256202719646
NewThyroid1,feature_F2,670488,self_paced,0.4162104258208095,0.6656976744186046,0.14941154249770908
NewThyroid1,feature_F2,116740,curriculum,0.47135445534020437,0.7350975674953221,0.13913698669146726
Thoracic,relative_entropy,26226,static,0.48238830787373205,0.7365667311411993,0.1951092300451585
NewThyroid1,feature_F2,116740,static,0.41459657156046376,0.7317228013900027,0.12684783535273061
Thoracic,relative_entropy,26226,self_paced,0.5019292987904899,0.715364281108962,0.1806498572727618
NewThyroid1,feature_F2,116740,self_paced,0.45086716543690863,0.6924619085805935,0.1345060225441398
NewThyroid1,feature_F2,26226,curriculum,0.45160406292471206,0.7210638866613204,0.12148174648029773
Thoracic,pca_contribution,670488,curriculum,0.5491026507228494,0.7135912314635721,0.1917542991124009
NewThyroid1,feature_F2,26226,static,0.442489812547105,0.7186915263298584,0.1270298450504457
NewThyroid1,feature_F2,26226,self_paced,0.43706818240153356,0.6787623630045442,0.13464513295136735
Thoracic,pca_contribution,670488,static,0.5451717604932469,0.7327369439071567,0.16520938327122806
NewThyroid1,feature_F3,670488,curriculum,0.45154145302228565,0.740878107457899,0.10678187592947325
Thoracic,pca_contribution,670488,self_paced,0.5141816594943933,0.691969696969697,0.21926850636943906
NewThyroid1,feature_F3,670488,static,0.45736668773315786,0.7422814755412991,0.1172733503469483
NewThyroid1,feature_F3,670488,self_paced,0.41489231425092526,0.7045910184442663,0.15367333866842148
Thoracic,pca_contribution,116740,curriculum,0.4871223443668293,0.7316860090264344,0.18830216794441407
NewThyroid1,feature_F3,116740,curriculum,0.4540955603603891,0.6983092755947609,0.12882290532439855
NewThyroid1,feature_F3,116740,static,0.4292807624404687,0.7151831061213579,0.13106100163524456
Thoracic,pca_contribution,116740,static,0.4932635868459328,0.7200128949065119,0.18426860591039554
NewThyroid1,feature_F3,116740,self_paced,0.4175783349026975,0.6528334669874364,0.13481984597620975
NewThyroid1,feature_F3,26226,curriculum,0.4401563783810327,0.7182905640203153,0.11596475464332982
Thoracic,pca_contribution,116740,self_paced,0.47261112052352455,0.7370373952288847,0.2032572199933475
Hypothyroid,feature_F2,116740,curriculum,0.5458838545374916,0.6348929222688926,0.15526241849516093
NewThyroid1,feature_F3,26226,static,0.4763521227590908,0.6664327719861,0.15141015048196965
Thoracic,pca_contribution,26226,curriculum,0.5159677766159062,0.7376337846550614,0.1761674917964979
NewThyroid1,feature_F3,26226,self_paced,0.42720378136474124,0.6460839347767977,0.11786539643835915
NewThyroid1,feature_F4,670488,curriculum,0.3885479390428871,0.698476343223737,0.12066939444036158
Thoracic,pca_contribution,26226,static,0.502282752068424,0.7258188265635074,0.17598709495305603
NewThyroid1,feature_F4,670488,static,0.4134067022279502,0.684141940657578,0.13293693330611886
NewThyroid1,feature_F4,670488,self_paced,0.42886376945378235,0.6224271585137664,0.11953097505608429
Thoracic,pca_contribution,26226,self_paced,0.4675111039918688,0.732292069632495,0.20575037318396494
NewThyroid1,feature_F4,116740,curriculum,0.4232616702254971,0.6848770382250735,0.15420930047586756
Thoracic,feature_kDN,670488,curriculum,0.4894238574744444,0.7180689877498387,0.18053367204374957
NewThyroid1,feature_F4,116740,static,0.42527075479095827,0.7057270783213045,0.13633413393432015
NewThyroid1,feature_F4,116740,self_paced,0.45175104365254026,0.6724806201550387,0.13876591804846808
Thoracic,feature_kDN,670488,static,0.4802256803042028,0.7361863313990973,0.17146387966659354
NewThyroid1,feature_F4,26226,curriculum,0.42837100049812676,0.6455827318898689,0.12433196295650985
NewThyroid1,feature_F4,26226,static,0.41326699222815555,0.7062616947340284,0.11743219174345317
Thoracic,feature_kDN,670488,self_paced,0.47881814824234153,0.6946744036105739,0.19296047759099322
NewThyroid1,feature_F4,26226,self_paced,0.47692775129645526,0.6658981555733761,0.1312672846866387
Thoracic,feature_kDN,116740,curriculum,0.4825881981056227,0.7075209542230819,0.17463580256080383
Thoracic,feature_kDN,116740,static,0.47865911284034185,0.7090973565441651,0.17458686318440267
Thoracic,feature_kDN,116740,self_paced,0.4829813982341653,0.7230625402965829,0.199334873727039
Hypothyroid,feature_F2,116740,static,0.42857705555492137,0.8802149998069679,0.12953797684961535
Thoracic,feature_kDN,26226,curriculum,0.4801751506883525,0.7145067698259188,0.16698217632252962
Thoracic,feature_kDN,26226,static,0.4959940219094538,0.7274049000644746,0.17450315997942017
Thoracic,feature_kDN,26226,self_paced,0.48056270682329544,0.7222662798194713,0.2011385326616661
Thoracic,feature_DS,670488,curriculum,0.5255698121943151,0.6768536428110896,0.19221805162339853
Thoracic,feature_DS,670488,static,0.49066969370540375,0.6752869116698903,0.17579544171532446
Thoracic,feature_DS,670488,self_paced,0.4755288901055323,0.7048517085751128,0.19706906398761437
Thoracic,feature_DS,116740,curriculum,0.5320404685809068,0.6534945196647324,0.1774602670764933
Thoracic,feature_DS,116740,static,0.5062285284188929,0.643391360412637,0.1727166921059419
Thoracic,feature_DS,116740,self_paced,0.47145916374069136,0.7456189555125725,0.20065951788197584
Hypothyroid,feature_F2,116740,self_paced,0.568032566655761,0.6508456229014999,0.1415751045503392
Thoracic,feature_DS,26226,curriculum,0.502109909710683,0.6953384912959382,0.18005493336255174
Thoracic,feature_DS,26226,static,0.5030886072545927,0.6778175370728563,0.17070629093791706
Thoracic,feature_DS,26226,self_paced,0.4928629899101065,0.7087749838813667,0.20258293797264712
Thoracic,feature_DCP,670488,curriculum,0.5227671937401551,0.6683010960670535,0.17378714160903494
Thoracic,feature_DCP,670488,static,0.49171933785060945,0.7491231463571889,0.1661901229914045
Thoracic,feature_DCP,670488,self_paced,0.507400917470679,0.6837588652482269,0.20777336762421958
Thoracic,feature_DCP,116740,curriculum,0.5232136439188774,0.7091328175370728,0.1610019882681222
Thoracic,feature_DCP,116740,static,0.5156159638429897,0.7331334622823984,0.17750500924089005
Hypothyroid,feature_F2,26226,curriculum,0.5404021750657662,0.6617129455260328,0.1600654272979934
Thoracic,feature_DCP,116740,self_paced,0.4947498871080013,0.6759252095422309,0.19437752135647712
Thoracic,feature_DCP,26226,curriculum,0.4705534908224476,0.7255190199871049,0.18288734502509232
Thoracic,feature_DCP,26226,static,0.47025014629068856,0.7657801418439718,0.18649758673533015
Thoracic,feature_DCP,26226,self_paced,0.504159153296996,0.7012411347517731,0.20915556374066963
Thoracic,feature_TD_U,670488,curriculum,0.4875137154066073,0.6982462927143778,0.20350244446249155
Thoracic,feature_TD_U,670488,static,0.4883911770302397,0.7077981947130884,0.20324268364963327
Thoracic,feature_TD_U,670488,self_paced,0.49848826423099857,0.6559832366215345,0.19115441321059323
Thoracic,feature_TD_U,116740,curriculum,0.46507821557613016,0.7196744036105739,0.2026862627724861
Thoracic,feature_TD_U,116740,static,0.4742234761884251,0.7277433913604128,0.20467958730141123
Hypothyroid,feature_F2,26226,static,0.45213947967613566,0.8427953504011237,0.15837687872473594
Thoracic,feature_TD_U,116740,self_paced,0.5192391584607593,0.6734687298517086,0.1727093526789347
Thoracic,feature_TD_U,26226,curriculum,0.5099929232044804,0.7486492585428757,0.18867195787247892
Thoracic,feature_TD_U,26226,static,0.4567891618012979,0.763391360412637,0.19601078616296355
Thoracic,feature_TD_U,26226,self_paced,0.48921221899458434,0.6734429400386849,0.19262135090853605
Thoracic,feature_CL,670488,curriculum,0.463589719857159,0.6851192778852354,0.17485878432734595
Thoracic,feature_CL,670488,static,0.4669003365519508,0.7499613152804642,0.16145885266435822
Thoracic,feature_CL,670488,self_paced,0.4779928596958097,0.753384912959381,0.2097082266672365
