dataset,hardness_metric,seed,weighting_strategy,overall_similarity,mean_ks_statistic,std_ks_statistic,mean_ks_pvalue
Pima,feature_DS,26226,static,0.6419483212824393,0.3580516787175606,0.21784604610666763,0.10526778276879287
BCWDD,feature_F1,26226,static,0.7889593691068061,0.21104063089319391,0.14334334560090092,0.1594257812475861
Pima,feature_DS,26226,self_paced,0.62535732302001,0.3746426769799899,0.22854297535309415,0.10526315826586959
BCWDD,feature_F1,26226,self_paced,0.7480427452997315,0.25195725470026864,0.18644377702726053,0.14186780703822005
Pima,feature_DCP,670488,curriculum,0.6366795583207219,0.36332044167927807,0.21777662412634863,0.10526389301727014
BCWDD,feature_F2,670488,curriculum,0.6975255728898795,0.30247442711012057,0.24213986210582297,0.12374630983697939
Pima,feature_DCP,670488,static,0.5736786054593352,0.42632139454066476,0.22195967578718914,0.10526315789473713
BCWDD,feature_F2,670488,static,0.7250128578775932,0.274987142122407,0.17298755254823173,0.11487158044849766
Pima,feature_DCP,670488,self_paced,0.6124096182949387,0.3875903817050614,0.2176639989266875,0.10526315789619266
Hypothyroid,pca_contribution,116740,static,0.6063999906959975,0.39360000930400246,0.33784334253678083,0.10526315789473684
BCWDD,feature_F2,670488,self_paced,0.7199268529630265,0.28007314703697356,0.19301904683495502,0.10783352322700943
Pima,feature_DCP,116740,curriculum,0.6253573230200101,0.3746426769799899,0.18193287628057075,0.10526316809495011
Pima,feature_DCP,116740,static,0.6027128524185864,0.39728714758141354,0.2255770191502827,0.1052735720675086
BCWDD,feature_F2,116740,curriculum,0.7228984513400766,0.27710154865992337,0.20318286022306892,0.11412045379599785
Pima,feature_DCP,116740,self_paced,0.6476654896026008,0.3523345103973993,0.196574581604699,0.10526620040353298
BCWDD,feature_F2,116740,static,0.7736442082404709,0.2263557917595291,0.1681230187006708,0.134116821637526
Pima,feature_DCP,26226,curriculum,0.5734544027801133,0.4265455972198867,0.220692165150666,0.10526315789473684
BCWDD,feature_F2,116740,self_paced,0.776330076004343,0.2236699239956569,0.1410524213752982,0.13551430211424956
Pima,feature_DCP,26226,static,0.5722773387141976,0.4277226612858024,0.2239572250929778,0.1052631578961587
BCWDD,feature_F2,26226,curriculum,0.731527515858049,0.26847248414195096,0.20476869591534078,0.11813655274319539
Pima,feature_DCP,26226,self_paced,0.6091026287764139,0.39089737122358614,0.23267770630456325,0.10526884169126753
BCWDD,feature_F2,26226,static,0.7319275387164982,0.2680724612835019,0.17046666351323841,0.11401214611301107
Pima,feature_TD_P,670488,curriculum,0.695700913625918,0.30429908637408226,0.21232838608694685,0.10536190350247863
BCWDD,feature_F2,26226,self_paced,0.7854163095034001,0.21458369049659984,0.16337205954361694,0.14844519923330068
Pima,feature_TD_P,670488,static,0.5025503054761505,0.4974496945238496,0.2626448264286298,0.10526315789473684
BCWDD,feature_F3,670488,curriculum,0.6906680381736099,0.30933196182639006,0.23631302988656724,0.1079950857814971
Pima,feature_TD_P,670488,self_paced,0.6705341628832465,0.32946583711675353,0.21784923324584188,0.10526995560600254
BCWDD,feature_F3,670488,static,0.7215840905194583,0.2784159094805418,0.18051382852467637,0.11034863686691976
Pima,feature_TD_P,116740,curriculum,0.6269267417745642,0.37307325822543586,0.21263549823242225,0.10530325607941901
Hypothyroid,pca_contribution,116740,self_paced,0.6722781431537079,0.3277218568462921,0.30854141388122847,0.10526315789473817
Pima,feature_TD_P,116740,static,0.5134241354184184,0.48657586458158175,0.26308491130021566,0.10526315789492714
BCWDD,feature_F3,670488,self_paced,0.7098691353791646,0.2901308646208355,0.20508895519249934,0.10688242216792858
Pima,feature_TD_P,116740,self_paced,0.6614539543747547,0.33854604562524526,0.20834509720927455,0.10526621097382907
BCWDD,feature_F3,116740,curriculum,0.7467855306017487,0.2532144693982513,0.15539746714926386,0.1149153953711467
Pima,feature_TD_P,26226,curriculum,0.6670029706854997,0.33299702931450037,0.20985613300716002,0.10526315790820162
BCWDD,feature_F3,116740,static,0.7086119206811818,0.29138807931881816,0.22497967621079654,0.1447447883791959
Pima,feature_TD_P,26226,static,0.6467686788857127,0.3532313211142873,0.22280359103943184,0.10526336368774504
BCWDD,feature_F3,116740,self_paced,0.7565575175724327,0.24344248242756736,0.19196244274192203,0.12076535684991171
Pima,feature_TD_P,26226,self_paced,0.6420604226220504,0.35793957737794974,0.21658202202045423,0.10526315798325714
BCWDD,feature_F3,26226,curriculum,0.7146122635579176,0.2853877364420824,0.23142585165111196,0.12246547493725549
Pima,feature_TD_U,670488,curriculum,0.624460512303122,0.37553948769687795,0.20758513690988353,0.1052631711537665
BCWDD,feature_F3,26226,static,0.74987142122407,0.25012857877593,0.16137004637383612,0.11946286315144183
Pima,feature_TD_U,670488,static,0.5985651028529789,0.40143489714702085,0.20409516670521038,0.10526315789473684
BCWDD,feature_F3,26226,self_paced,0.7366706668952512,0.2633293331047489,0.16956869508186767,0.11500316330223917
Pima,feature_TD_U,670488,self_paced,0.6664985146572501,0.3335014853427498,0.2108145645158206,0.10526514233591917
BCWDD,feature_F4,670488,curriculum,0.7326704383107605,0.26732956168923944,0.23770674164417385,0.14458661333702114
Pima,feature_TD_U,116740,curriculum,0.6074211086822487,0.39257889131775126,0.21883588456478484,0.1052641863784474
BCWDD,feature_F4,670488,static,0.7894165380878908,0.21058346191210925,0.14094789659367574,0.14101399450253171
Pima,feature_TD_U,116740,static,0.5623003194888178,0.4376996805111821,0.2334932455107572,0.10526315789473772
Hypothyroid,pca_contribution,26226,curriculum,0.6582756194430391,0.3417243805569609,0.29588327391251357,0.10526315789473684
Pima,feature_TD_U,116740,self_paced,0.6533266072529568,0.34667339274704334,0.20623648778252274,0.10526328536431284
BCWDD,feature_F4,670488,self_paced,0.7370135436310647,0.2629864563689354,0.20808343233851856,0.11063410873291916
Pima,feature_TD_U,26226,curriculum,0.5530519589709098,0.44694804102909036,0.25248520539589697,0.10526315789474489
BCWDD,feature_F4,116740,curriculum,0.7191268072461284,0.2808731927538717,0.23305127681091228,0.11371593465277313
Pima,feature_TD_U,26226,static,0.5834874726752984,0.41651252732470156,0.2324360251491541,0.1052631578947704
BCWDD,feature_F4,116740,static,0.7775301445796902,0.22246985542030973,0.17523094196248776,0.15979018456991775
Pima,feature_TD_U,26226,self_paced,0.6544476206490669,0.34555237935093325,0.2013656801925237,0.1052631578988884
BCWDD,feature_F4,116740,self_paced,0.756786102062975,0.243213897937025,0.15252742263443891,0.1184430410648393
Pima,feature_CL,670488,curriculum,0.5359004540104254,0.4640995459895746,0.2500359880754283,0.10526315789473684
BCWDD,feature_F4,26226,curriculum,0.7496428367335275,0.25035716326647234,0.19457151243726117,0.1606568398798751
Pima,feature_CL,670488,static,0.5635894848943445,0.4364105151056556,0.23686103180534954,0.10526315789473684
BCWDD,feature_F4,26226,static,0.8037602148694211,0.19623978513057894,0.1396971303002081,0.15742704650616063
Pima,feature_CL,670488,self_paced,0.5942492012779552,0.4057507987220448,0.2216089672558926,0.10528187386592083
BCWDD,feature_F4,26226,self_paced,0.7583290473741356,0.24167095262586427,0.18991476782675368,0.15881466172384895
Pima,feature_CL,116740,curriculum,0.6052911832296397,0.39470881677036046,0.20584156527274614,0.10526315991510948
Haberman,,670488,static,0.7348208864602308,0.2651791135397693,0.18039678776798942,0.11181631555884586
Pima,feature_CL,116740,static,0.5666162210638418,0.43338377893615826,0.21242806025907152,0.10526315791979442
Haberman,,116740,static,0.7695810564663024,0.23041894353369757,0.1620278475473016,0.12041852029566079
Haberman,,26226,static,0.7692015786278081,0.2307984213721918,0.1613548515450424,0.11401131044170423
Pima,feature_CL,116740,self_paced,0.5877473235805168,0.4122526764194832,0.22457597419561046,0.10526320552944893
Hypothyroid,pca_contribution,26226,static,0.6218155597811234,0.37818444021887665,0.32044847318743397,0.10526315789475423
Haberman,relative_entropy,670488,curriculum,0.5806769884638737,0.4193230115361263,0.2953244776591519,0.11221059021246876
Pima,feature_CL,26226,curriculum,0.5870747155428506,0.4129252844571492,0.2217257947666447,0.10526315789473871
Haberman,relative_entropy,670488,static,0.5959319975713419,0.40406800242865815,0.28115299728191584,0.1381482639292388
Pima,feature_CL,26226,static,0.5806288885152178,0.41937111148478223,0.25721569928196175,0.11631009435170393
Haberman,relative_entropy,670488,self_paced,0.6325136612021858,0.3674863387978142,0.2118259842661576,0.1113992540214949
Haberman,relative_entropy,116740,curriculum,0.6063296903460839,0.3936703096539162,0.2434413835755997,0.11145688189725446
Pima,feature_CL,26226,self_paced,0.5652149543187042,0.4347850456812959,0.24377078765433585,0.10526315789634898
Haberman,relative_entropy,116740,static,0.6021554341226472,0.3978445658773528,0.25530393587889966,0.11111125655491809
Pima,feature_CLD,670488,curriculum,0.5727257440726418,0.4272742559273584,0.21606620822527936,0.10526315789473684
Haberman,relative_entropy,116740,self_paced,0.651183970856102,0.348816029143898,0.19953514894868335,0.11111661730717115
Pima,feature_CLD,670488,static,0.5487921080656913,0.4512078919343086,0.22518334097348183,0.10526315789473684
Haberman,relative_entropy,26226,curriculum,0.6435944140862175,0.3564055859137827,0.2181299880537612,0.11289170503624958
Haberman,relative_entropy,26226,static,0.6439738919247114,0.35602610807528845,0.20012722918717404,0.11809804164953258
Pima,feature_CLD,670488,self_paced,0.589765147693515,0.41023485230648504,0.2241563345408268,0.1053202007671548
Haberman,relative_entropy,26226,self_paced,0.6432908318154219,0.356709168184578,0.1999150913783703,0.11127661287061175
Pima,feature_CLD,116740,curriculum,0.5986211535227846,0.4013788464772154,0.2072008061322259,0.10526325787160723
Haberman,pca_contribution,670488,curriculum,0.5839404978749241,0.4160595021250759,0.25169432843498246,0.1128938790822981
Pima,feature_CLD,116740,static,0.5989574575416176,0.4010425424583824,0.20507925201059382,0.10526318015322982
Haberman,pca_contribution,670488,static,0.5831056466302367,0.4168943533697632,0.25464342844986576,0.11117932130657687
Haberman,pca_contribution,670488,self_paced,0.6337279902853673,0.36627200971463275,0.21204852184595288,0.11131076007061244
Pima,feature_CLD,116740,self_paced,0.5526596042822712,0.4473403957177289,0.2746544475514452,0.10526332002282927
Haberman,pca_contribution,116740,curriculum,0.6646174863387979,0.33538251366120225,0.18963732860142,0.12360380316016399
Hypothyroid,pca_contribution,26226,self_paced,0.6678820019887306,0.3321179980112695,0.3047634914875305,0.10526315841480083
Pima,feature_CLD,26226,curriculum,0.5872989182220728,0.41270108177792725,0.22900683560588508,0.10526315789618265
Haberman,pca_contribution,116740,static,0.6492106860959321,0.35078931390406803,0.19529975072983236,0.11181230375781803
Haberman,pca_contribution,116740,self_paced,0.6590771098967819,0.34092289010321797,0.18623838285742417,0.11131078300876168
Pima,feature_CLD,26226,static,0.6117370102572725,0.38826298974272744,0.22152095517732648,0.10526315796727723
Haberman,pca_contribution,26226,curriculum,0.6470856102003643,0.35291438979963563,0.21354973667712748,0.11192197594412091
Pima,feature_CLD,26226,self_paced,0.5743512134970011,0.4256487865029987,0.23479826956308023,0.10568346123361227
Haberman,pca_contribution,26226,static,0.6030661809350334,0.3969338190649666,0.22995420196892433,0.11588330764356242
Pima,feature_MV,670488,curriculum,0.6191356986715991,0.38086430132840093,0.22034374514566948,0.10526315826494281
Haberman,pca_contribution,26226,self_paced,0.6386612021857924,0.3613387978142077,0.19653477819818543,0.1138730753061212
Haberman,feature_kDN,670488,curriculum,0.5606405585913783,0.43935944140862165,0.2716901153810024,0.11116457134805151
Pima,feature_MV,670488,static,0.6366235076509165,0.36337649234908354,0.21152021214949987,0.10526561768065561
Haberman,feature_kDN,670488,static,0.5495598057073467,0.45044019429265336,0.27124618267341416,0.11114474584878417
Pima,feature_MV,670488,self_paced,0.671038618911496,0.328961381088504,0.21017584168367134,0.10530852433723482
Haberman,feature_kDN,670488,self_paced,0.5746812386156648,0.4253187613843351,0.2702720768612082,0.11112880100631199
Pima,feature_MV,116740,curriculum,0.6284961605291184,0.37150383947088167,0.21488377974888748,0.10526316248869257
Haberman,feature_kDN,116740,curriculum,0.6043564055859137,0.3956435944140862,0.260208006430077,0.13820595344468914
Pima,feature_MV,116740,static,0.6428451319993275,0.3571548680006726,0.21079217967592584,0.10526402018522668
Haberman,feature_kDN,116740,static,0.5773375834851244,0.42266241651487557,0.26112682669454285,0.1111286382311888
Haberman,feature_kDN,116740,self_paced,0.6067091681845781,0.393290831815422,0.22448010172944088,0.11179825436029894
Pima,feature_MV,116740,self_paced,0.6592119275825346,0.34078807241746545,0.2314044690381851,0.10569888893907764
Haberman,feature_kDN,26226,curriculum,0.5527474195506983,0.4472525804493017,0.2636978256984243,0.1111734895748269
Pima,feature_MV,26226,curriculum,0.6643125385348355,0.3356874614651645,0.1880621842730872,0.10526315947383888
Haberman,feature_kDN,26226,static,0.5722525804493017,0.4277474195506982,0.26479518721346634,0.11111174396730343
Pima,feature_MV,26226,static,0.5781626590437756,0.4218373409562244,0.22207846910994572,0.10526315789483248
Haberman,feature_kDN,26226,self_paced,0.5882665452337583,0.4117334547662417,0.2526568008352104,0.1111141422235857
Hypothyroid,feature_kDN,670488,curriculum,0.6463839412917445,0.3536160587082556,0.35910811390486264,0.10526315789473684
Haberman,feature_DS,670488,curriculum,0.6579386763812994,0.3420613236187007,0.20285550712039743,0.11122390465008564
Pima,feature_MV,26226,self_paced,0.6582030155260356,0.3417969844739645,0.193795642742798,0.10526315810133738
Haberman,feature_DS,670488,static,0.6573315118397085,0.34266848816029144,0.19824400256536603,0.12228349676827704
Pima,feature_CB,670488,curriculum,0.6424527773106888,0.3575472226893111,0.21432068454971828,0.10526357337427146
Haberman,feature_DS,670488,self_paced,0.5559350333940497,0.4440649666059502,0.2707444681948919,0.11111111918376095
Pima,feature_CB,670488,static,0.6348298862171403,0.36517011378285963,0.20918857901064522,0.10528187386601648
Haberman,feature_DS,116740,curriculum,0.6537644201578627,0.34623557984213726,0.1955059806624486,0.11124854877258272
Haberman,feature_DS,116740,static,0.6933819064966606,0.30661809350333935,0.18016060381975432,0.11120384373483219
Pima,feature_CB,670488,self_paced,0.6780449526371841,0.32195504736281605,0.2220104979589349,0.11187554852244465
Haberman,feature_DS,116740,self_paced,0.5845476624165148,0.4154523375834851,0.2582488747265431,0.11120385256060247
Pima,feature_CB,116740,curriculum,0.651252732470153,0.348747267529847,0.19788750693184495,0.10526475546972673
Haberman,feature_DS,26226,curriculum,0.6763054037644202,0.32369459623557983,0.19276310328734547,0.11192197486267005
Pima,feature_CB,116740,static,0.6063561459559442,0.3936438540440559,0.21940387300219322,0.10552575385697242
Haberman,feature_DS,26226,static,0.6421523982999393,0.35784760170006075,0.18987349507990273,0.11111328794441507
Pima,feature_CB,116740,self_paced,0.6652653999215291,0.3347346000784709,0.2459344482027579,0.10543226141373954
Haberman,feature_DS,26226,self_paced,0.5787037037037037,0.42129629629629634,0.2364322839313032,0.11131076007056102
Haberman,feature_DCP,670488,curriculum,0.599802671523983,0.40019732847601697,0.2660337553603696,0.11113291619237065
Pima,feature_CB,26226,curriculum,0.636903760999944,0.36309623900005605,0.22699409918398838,0.10528054199698504
Haberman,feature_DCP,670488,static,0.5870522161505769,0.4129477838494232,0.2667123266772323,0.11111111594277029
Pima,feature_CB,26226,static,0.6228910935485679,0.3771089064514321,0.20951305518751473,0.10526315789578747
Haberman,feature_DCP,670488,self_paced,0.5613995142683668,0.43860048573163335,0.2810607574269777,0.11111191327635178
Pima,feature_CB,26226,self_paced,0.6605010929880613,0.3394989070119388,0.2174609965528508,0.10526317509257803
Haberman,feature_DCP,116740,curriculum,0.6612021857923498,0.33879781420765026,0.17534714600019216,0.11111243942115118
Hypothyroid,feature_kDN,670488,static,0.7140414842209932,0.2859585157790067,0.32909929796064935,0.15789491206462583
Haberman,feature_DCP,116740,static,0.6690953248330297,0.33090467516697025,0.17121952604340218,0.11289170224934682
Pima,feature_N1,670488,curriculum,0.5806288885152179,0.41937111148478223,0.21055116106602073,0.10526315789473684
Haberman,feature_DCP,116740,self_paced,0.7281420765027323,0.2718579234972678,0.17432655147818668,0.1117698098234104
Pima,feature_N1,670488,static,0.5896530463539038,0.410346953646096,0.2108382880632163,0.10526315789473684
Haberman,feature_DCP,26226,curriculum,0.5700516089860351,0.4299483910139648,0.250978013041097,0.11111111259776846
Pima,feature_N1,670488,self_paced,0.6318592007174487,0.36814079928255145,0.2162077412262397,0.1052631692524371
Haberman,feature_DCP,26226,static,0.5938828172434731,0.40611718275652703,0.24098453827931893,0.11152374712239989
Haberman,feature_DCP,26226,self_paced,0.5846994535519126,0.4153005464480874,0.24593326046434982,0.1112999333707258
Pima,feature_N1,116740,curriculum,0.624460512303122,0.375539487696878,0.20010122091520063,0.10526620040351115
Haberman,feature_TD_P,670488,curriculum,0.5431845780206436,0.4568154219793564,0.2752633890412185,0.11111111111113263
Pima,feature_N1,116740,static,0.6083739700689423,0.39162602993105766,0.22827255818555459,0.1056834612336123
Haberman,feature_TD_P,670488,static,0.5350637522768671,0.46493624772313297,0.27777217886799693,0.11111111224727997
Pima,feature_N1,116740,self_paced,0.6557928367243989,0.34420716327560114,0.21165252449640382,0.10534445467263576
Haberman,feature_TD_P,670488,self_paced,0.6236338797814208,0.37636612021857924,0.22735916787544885,0.11223100044643436
Pima,feature_N1,26226,curriculum,0.6054593352390562,0.3945406647609439,0.2199324435566138,0.10526315789476454
Pima,feature_N1,26226,static,0.6148758477663808,0.38512415223361923,0.22100538154771332,0.10526315790136179
Pima,feature_N1,26226,self_paced,0.6529342525643181,0.34706574743568186,0.20633560276482926,0.10526315951035527
Pima,feature_N2,670488,curriculum,0.6276554004820358,0.3723445995179643,0.21108930799117956,0.10526316809495015
Hypothyroid,feature_kDN,670488,self_paced,0.7236304217620618,0.2763695782379382,0.3015329043548045,0.1579108087163145
Pima,feature_N2,670488,static,0.624124208284289,0.37587579171571095,0.20826445311440256,0.10526315789480443
Pima,feature_N2,670488,self_paced,0.5885320329577939,0.4114679670422062,0.24047395291734533,0.10527168680951539
Pima,feature_N2,116740,curriculum,0.625581525699232,0.3744184743007679,0.2213149890970077,0.10552575385687941
Pima,feature_N2,116740,static,0.611456756908245,0.3885432430917549,0.22194009956596897,0.1053202007671548
Pima,feature_N2,116740,self_paced,0.6073090073426378,0.39269099265736235,0.21848034865758115,0.1053202007671548
Pima,feature_N2,26226,curriculum,0.6617902583935878,0.33820974160641215,0.19288016871221877,0.10526884160747581
Pima,feature_N2,26226,static,0.6326999607645312,0.36730003923546883,0.20363588642048733,0.10526318015322982
Pima,feature_N2,26226,self_paced,0.6426769799899109,0.3573230200100891,0.21942159939728947,0.10526778276893262
Pima,feature_LSC,670488,curriculum,0.6630794237991143,0.3369205762008856,0.22862409309927498,0.1062125230664856
Pima,feature_LSC,670488,static,0.6561291407432319,0.34387085925676814,0.22903590370033436,0.11117649235306859
Pima,feature_LSC,670488,self_paced,0.631018440670366,0.368981559329634,0.21141091150594438,0.10575270473893601
Hypothyroid,feature_kDN,116740,curriculum,0.6137908576545773,0.38620914234542275,0.354110440502332,0.10526315789473684
Pima,feature_LSC,116740,curriculum,0.6866767557872316,0.31332324421276836,0.17886788367854,0.11444596299565768
Pima,feature_LSC,116740,static,0.6863965024382042,0.3136034975617958,0.19083765733868704,0.10531248385594259
Pima,feature_LSC,116740,self_paced,0.657474356818564,0.3425256431814361,0.19816899598702417,0.10527357215675351
Pima,feature_LSC,26226,curriculum,0.6678997814023876,0.33210021859761224,0.2023084772868474,0.10526398052276345
Pima,feature_LSC,26226,static,0.6636959811669749,0.33630401883302513,0.2123803148009221,0.10526316003408337
Pima,feature_LSC,26226,self_paced,0.610784148870579,0.38921585112942103,0.24042558318708407,0.10526398048437706
Pima,feature_LSR,670488,curriculum,0.6371279636791658,0.36287203632083403,0.22093234502339265,0.10526475531249595
Pima,feature_LSR,670488,static,0.6529342525643183,0.3470657474356818,0.20668997422150276,0.10526620040352293
Pima,feature_LSR,670488,self_paced,0.6077013620312762,0.3922986379687237,0.228304293077468,0.10531079246263671
Pima,feature_LSR,116740,curriculum,0.6659380079591951,0.33406199204080483,0.1936910679112347,0.10526348732438935
Hypothyroid,feature_kDN,116740,static,0.6207107094883382,0.379289290511662,0.335214399063681,0.10526315789473684
Pima,feature_LSR,116740,static,0.6395381424808028,0.36046185751919735,0.20501551367570228,0.10526398648192153
Pima,feature_LSR,116740,self_paced,0.583991928703548,0.416008071296452,0.2374443849259498,0.10526317509257246
Pima,feature_LSR,26226,curriculum,0.6550081273471219,0.34499187265287823,0.20820626198591027,0.10526315905223796
Pima,feature_LSR,26226,static,0.6487304523289054,0.3512695476710947,0.21584084618507984,0.1052633636897175
Pima,feature_LSR,26226,self_paced,0.6178465332660725,0.38215346673392747,0.22849221745160728,0.10526315791298121
Pima,feature_Harmfulness,670488,curriculum,0.588419931618183,0.41158006838181715,0.21617607623239532,0.10526320552944893
Pima,feature_Harmfulness,670488,static,0.6003587242867553,0.3996412757132448,0.21206367777434218,0.10526315789473997
Pima,feature_Harmfulness,670488,self_paced,0.5987332548623956,0.4012667451376044,0.23977551518573484,0.10527357204255472
Pima,feature_Harmfulness,116740,curriculum,0.5838237766941315,0.41617622330586856,0.21584038040766565,0.10526315791979442
Pima,feature_Harmfulness,116740,static,0.5934644919006782,0.40653550809932176,0.19222902242097295,0.10526315789473684
Hypothyroid,feature_kDN,116740,self_paced,0.6978583349324586,0.30214166506754125,0.31809393619016313,0.10526315958227411
Pima,feature_Harmfulness,116740,self_paced,0.602320497729948,0.3976795022700521,0.22772681496842492,0.1052961494827482
Pima,feature_Harmfulness,26226,curriculum,0.5921192758253461,0.4078807241746539,0.2279038568549297,0.10592304205848545
Pima,feature_Harmfulness,26226,static,0.5586009752816545,0.44139902471834536,0.27876368847749855,0.10526315789480443
Pima,feature_Harmfulness,26226,self_paced,0.6152121517852138,0.3847878482147862,0.24753913875378847,0.10641553328406043
Pima,feature_F1,670488,curriculum,0.6551202286867328,0.3448797713132672,0.224434357065878,0.10526316200195256
Pima,feature_F1,670488,static,0.6620705117426153,0.3379294882573846,0.22495870513764915,0.10526447195153654
Pima,feature_F1,670488,self_paced,0.6578667115072026,0.34213328849279745,0.20130385616328636,0.10526475530874381
Pima,feature_F1,116740,curriculum,0.6576425088279806,0.3423574911720195,0.21060042513020955,0.1056248373274378
Pima,feature_F1,116740,static,0.656913850120509,0.34308614987949104,0.2333188963620671,0.10527744446331617
Pima,feature_F1,116740,self_paced,0.6659940586290007,0.33400594137099937,0.20054639845094752,0.1052643107870936
Pima,feature_F1,26226,curriculum,0.6461521215178522,0.35384787848214794,0.2010958838432121,0.1052631579212398
Hypothyroid,feature_kDN,26226,curriculum,0.6220714198489262,0.3779285801510738,0.33367505156876603,0.10526315789473684
Pima,feature_F1,26226,static,0.6578667115072026,0.3421332884927975,0.21759306060039066,0.10526712676316645
Pima,feature_F1,26226,self_paced,0.6782691553164061,0.321730844683594,0.21180400822138498,0.10526620939103808
Pima,feature_F2,670488,curriculum,0.570651869289838,0.429348130710162,0.22506858737372892,0.10526315810131381
Pima,feature_F2,670488,static,0.5450367131887225,0.4549632868112774,0.22766475292434438,0.10526315789473684
Pima,feature_F2,670488,self_paced,0.6795583207219326,0.32044167927806744,0.2121810376484132,0.10528188014041633
Pima,feature_F2,116740,curriculum,0.567737234459952,0.43226276554004817,0.2166239104812837,0.10526315804856667
Pima,feature_F2,116740,static,0.5704276666106158,0.42957233338938405,0.22070483443955477,0.10526318664076617
Pima,feature_F2,116740,self_paced,0.6349980382265569,0.36500196177344313,0.2048146542892207,0.10528581522926439
Pima,feature_F2,26226,curriculum,0.5453169665377501,0.45468303346224986,0.22421035803228268,0.10526315789473684
Pima,feature_F2,26226,static,0.5420099770192254,0.4579900229807746,0.24344701065875687,0.10526315789473871
Hypothyroid,feature_kDN,26226,static,0.6164250533526391,0.38357494664736086,0.34025785573020384,0.10526315789473684
Pima,feature_F2,26226,self_paced,0.6450871587915475,0.35491284120845246,0.21115225440560567,0.10526332002276195
Pima,feature_F3,670488,curriculum,0.5925116305139846,0.4074883694860154,0.21390288350256637,0.10526315789500465
Pima,feature_F3,670488,static,0.556078695140407,0.443921304859593,0.23471670230311237,0.10526315789473684
Pima,feature_F3,670488,self_paced,0.6515329858191805,0.34846701418081943,0.19642521994146336,0.1052631578947604
Pima,feature_F3,116740,curriculum,0.5694748052239224,0.4305251947760776,0.21004514186214213,0.1052631578961587
Pima,feature_F3,116740,static,0.5783308110531922,0.42166918894680794,0.22771453635980463,0.10526315789474489
Pima,feature_F3,116740,self_paced,0.6422285746314669,0.3577714253685332,0.2044423267460875,0.10552575385699194
Pima,feature_F3,26226,curriculum,0.597444089456869,0.40255591054313095,0.2357162521075851,0.10526315789615873
Pima,feature_F3,26226,static,0.5746875175158344,0.42531248248416575,0.24225729759979794,0.10526320552944893
Pima,feature_F3,26226,self_paced,0.6552883806961494,0.34471161930385075,0.19952041939380943,0.10526315789479397
Hypothyroid,feature_kDN,26226,self_paced,0.6276480063267217,0.37235199367327837,0.3247979645992927,0.10526315789485408
Pima,feature_F4,670488,curriculum,0.6488986043383219,0.3511013956616782,0.22527822006100479,0.10526378068509554
Pima,feature_F4,670488,static,0.6698615548455804,0.3301384451544196,0.2108345926107604,0.10542409470985832
Pima,feature_F4,670488,self_paced,0.6474412869233787,0.35255871307662134,0.19941281270909184,0.10526315800910657
Pima,feature_F4,116740,curriculum,0.6558488873942043,0.3441511126057957,0.21103077926137112,0.10527858505715885
Pima,feature_F4,116740,static,0.6630794237991143,0.33692057620088556,0.200032598217529,0.10552575538784463
Pima,feature_F4,116740,self_paced,0.6450871587915475,0.35491284120845246,0.20404525585017233,0.10552575386673173
Pima,feature_F4,26226,curriculum,0.6511966818003474,0.34880331819965243,0.20340960285788295,0.10526315826484724
HeartCleveland,,670488,static,0.6722293538724861,0.32777064612751394,0.15618607156645492,0.10570240066998728
Pima,feature_F4,26226,static,0.6620705117426153,0.3379294882573847,0.22345447151392978,0.10526316403479609
HeartCleveland,,116740,static,0.6405648267008988,0.35943517329910146,0.1606337692789641,0.10743611254538632
HeartCleveland,,26226,static,0.7094565682498931,0.290543431750107,0.1556458775201951,0.15130386170202284
Pima,feature_F4,26226,self_paced,0.6459279188386301,0.35407208116136984,0.20193551167337487,0.10526315789493271
HeartCleveland,relative_entropy,670488,curriculum,0.6529738981600343,0.34702610183996574,0.16533964816515975,0.14808931361539654
Thoracic,,670488,static,0.5764381402679274,0.4235618597320725,0.3185485382685566,0.11124600567080949
HeartCleveland,relative_entropy,670488,static,0.6071887034659821,0.392811296534018,0.18535783284786683,0.10544387916508194
HeartCleveland,relative_entropy,670488,self_paced,0.6469833119383827,0.3530166880616175,0.1749149432607924,0.10606117142862743
Hypothyroid,feature_DS,670488,curriculum,0.756938750588769,0.2430612494112311,0.2597249450677632,0.15789473684210525
Thoracic,,116740,static,0.5780634357762017,0.42193656422379827,0.3076261675804294,0.11111113234425724
HeartCleveland,relative_entropy,116740,curriculum,0.6024818142918272,0.3975181857081729,0.17116709440188457,0.10528206219339602
HeartCleveland,relative_entropy,116740,static,0.5986307231493369,0.4013692768506632,0.17072580885782174,0.10526661559625168
Thoracic,,26226,static,0.579294720252167,0.42070527974783295,0.31391509213775715,0.11111351971140235
HeartCleveland,relative_entropy,116740,self_paced,0.6534017971758665,0.3465982028241335,0.16247771329701402,0.10936943336727026
HeartCleveland,relative_entropy,26226,curriculum,0.6148908857509627,0.38510911424903727,0.16012687842022424,0.10526815479948677
Thoracic,relative_entropy,670488,curriculum,0.5670803782505911,0.43291962174940896,0.30470686261503444,0.11111111859858123
HeartCleveland,relative_entropy,26226,static,0.6367137355584083,0.36328626444159184,0.1594048752618313,0.10591627050421505
HeartCleveland,relative_entropy,26226,self_paced,0.6816431322207959,0.31835686777920413,0.13497077241292044,0.1057553566071653
