dataset,hardness_metric,seed,weighting_strategy,mean_similarity,mean_real_score,mean_synth_score,std_real_score,std_synth_score,score_difference
NewThyroid1,feature_TD_P,26226,curriculum,0.5848632736236241,0.2750007310357165,0.3985327086631098,0.0005430244893383736,0.003208441460643272,0.12353197762739332
Haberman,feature_N2,116740,static,0.7857444921927594,0.4957412694054087,0.35876338802770125,0.0015235772660687115,0.001508188097227695,0.13697788137770744
NewThyroid1,feature_TD_P,26226,static,0.5705963932603478,0.2750007310357165,0.4044896186561376,0.0005430244893383736,0.004918178119168215,0.1294888876204211
Haberman,feature_N2,116740,self_paced,0.7981474750922896,0.4957412694054087,0.35945165215147395,0.0015235772660687115,0.004754099135500872,0.13628961725393474
NewThyroid1,feature_TD_P,26226,self_paced,0.8403459131400282,0.2750007310357165,0.2803642139682266,0.0005430244893383736,0.007165293989132472,0.0053634829325101
NewThyroid1,feature_TD_U,670488,curriculum,0.5697783025985022,0.27165273881357516,0.36845471414412206,0.0,0.012331390034374399,0.09680197533054691
Haberman,feature_N2,26226,curriculum,0.7872074865183099,0.4991192318667051,0.3574696150987511,0.00031663062056583395,0.0054462318661668225,0.141649616767954
NewThyroid1,feature_TD_U,670488,static,0.5568490244978875,0.27165273881357516,0.3957955135236524,0.0,0.0030594875105997912,0.12414277471007723
Haberman,feature_N2,26226,static,0.7869928840616095,0.49911923186670504,0.353805952441909,0.0003166306205658702,0.0008568143831824719,0.14531327942479605
NewThyroid1,feature_TD_U,670488,self_paced,0.7456855733459904,0.27165273881357516,0.29867704403906126,0.0,0.0013216476042896528,0.0270243052254861
Haberman,feature_N2,26226,self_paced,0.7836332971991297,0.4991192318667051,0.3449269665083344,0.00031663062056583395,0.003982226874425655,0.15419226535837072
NewThyroid1,feature_TD_U,116740,curriculum,0.7556699301253249,0.26492186183232974,0.28479531923651075,0.00024915672346246696,0.001270723318940662,0.019873457404181005
Haberman,feature_LSC,670488,curriculum,0.827605797198396,0.4874013086770504,0.3774152859481788,0.0003042088602562939,0.0022111029315585503,0.10998602272887159
NewThyroid1,feature_TD_U,116740,static,0.7281660630749194,0.26492186183232974,0.2933914282254763,0.00024915672346246696,0.005572085578033422,0.028469566393146573
NewThyroid1,feature_TD_U,116740,self_paced,0.7854927674235793,0.26492186183232974,0.2805048014612718,0.0002491567234624801,0.011906240094892228,0.015582939628942083
Haberman,feature_LSC,670488,static,0.825847564310921,0.4874013086770504,0.40370661957832654,0.0003042088602562939,0.0005588142592956168,0.08369468909872385
NewThyroid1,feature_TD_U,26226,curriculum,0.6305466204441316,0.2750007310357165,0.35568468897476735,0.0005430244893383736,0.009577188078223218,0.08068395793905087
Haberman,feature_LSC,670488,self_paced,0.8022172877461827,0.4874013086770504,0.35855638236971116,0.0003042088602562939,0.007621097649352336,0.12884492630733924
Hypothyroid,feature_F1,116740,self_paced,0.7579773416237461,0.3954090326277897,0.34406052639627527,4.9205967656114654e-05,0.0003583322230881912,0.051348506231514435
NewThyroid1,feature_TD_U,26226,static,0.6060365890401417,0.2750007310357165,0.3808966748200662,0.0005430244893383736,0.013852054802993154,0.10589594378434969
Haberman,feature_LSC,116740,curriculum,0.8182611373654073,0.4957412694054087,0.3899935156365009,0.0015235772660687115,0.002452258975810425,0.10574775376890777
NewThyroid1,feature_TD_U,26226,self_paced,0.7678844347027691,0.2750007310357165,0.28866953887447927,0.0005430244893383736,0.0024057764681252474,0.013668807838762786
NewThyroid1,feature_CL,670488,curriculum,0.774898949095062,0.27165273881357516,0.2900610637636359,0.0,0.0035337466262766854,0.018408324950060728
Haberman,feature_LSC,116740,static,0.8425288455261444,0.4957412694054087,0.41376295396174206,0.0015235772660687115,0.0018892098611215666,0.08197831544366663
NewThyroid1,feature_CL,670488,static,0.8746346834284822,0.27165273881357516,0.2730590745213061,0.0,0.001979298358835032,0.0014063357077309657
Haberman,feature_LSC,116740,self_paced,0.8008725830285247,0.4957412694054087,0.3530910562719202,0.0015235772660687115,0.004135323061380397,0.14265021313348847
NewThyroid1,feature_CL,670488,self_paced,0.8916158992004277,0.27165273881357516,0.2736666116486807,0.0,0.003743146941297338,0.002013872835105568
Haberman,feature_LSC,26226,curriculum,0.8215389528376232,0.49911923186670504,0.379119971391239,0.0003166306205658702,0.0031396629828129084,0.11999926047546605
NewThyroid1,feature_CL,116740,curriculum,0.7637537045664722,0.26492186183232974,0.2757278890312691,0.00024915672346246696,0.003347253536147738,0.01080602719893936
Haberman,feature_LSC,26226,static,0.8402433682243694,0.4991192318667051,0.4114993456701827,0.00031663062056583395,0.0025058904794712073,0.08761988619652239
NewThyroid1,feature_CL,116740,static,0.8439759903135896,0.26492186183232974,0.2584966527449729,0.00024915672346246696,0.0008162357182585223,0.006425209087356831
NewThyroid1,feature_CL,116740,self_paced,0.842719812751536,0.26492186183232974,0.2586119293546815,0.00024915672346246696,0.0017861880753905063,0.006309932477648217
Haberman,feature_LSC,26226,self_paced,0.7919759268922284,0.4991192318667051,0.35300001422893845,0.00031663062056583395,0.001399838763962432,0.14611921763776664
NewThyroid1,feature_CL,26226,curriculum,0.7976869314166457,0.2750007310357165,0.2913964544477763,0.0005430244893383736,0.0023031111338153456,0.016395723412059804
Haberman,feature_LSR,670488,curriculum,0.8102745204407921,0.4874013086770504,0.3710506342079925,0.0003042088602562939,0.004871376726721198,0.11635067446905789
NewThyroid1,feature_CL,26226,static,0.7623012445483471,0.2750007310357165,0.27251340333712176,0.0005430244893383736,0.0020785218477708325,0.0024873276985947212
Haberman,feature_LSR,670488,static,0.8168594204910136,0.4874013086770504,0.3618479673355998,0.0003042088602562939,0.004163278088747578,0.12555334134145058
NewThyroid1,feature_CL,26226,self_paced,0.8046001023468883,0.2750007310357165,0.29177975159504294,0.0005430244893383736,0.005075382962551514,0.016779020559326452
Haberman,feature_LSR,670488,self_paced,0.8096995244101962,0.4874013086770504,0.36706288550823474,0.0003042088602562939,0.006433433692721502,0.12033842316881566
NewThyroid1,feature_CLD,670488,curriculum,0.7286254868629058,0.27165273881357516,0.29425813299546916,0.0,0.009612146339192013,0.022605394181894
NewThyroid1,feature_CLD,670488,static,0.8585246765764428,0.27165273881357516,0.26652050240427566,0.0,0.0013662748994431608,0.005132236409299495
Haberman,feature_LSR,116740,curriculum,0.7990163695668422,0.4957412694054087,0.3769028666724869,0.0015235772660687115,0.0014537480205888402,0.11883840273292179
NewThyroid1,feature_CLD,670488,self_paced,0.861563095845939,0.27165273881357516,0.2661696049224455,0.0,0.002537780228873046,0.0054831338911296434
Haberman,feature_LSR,116740,static,0.817409561874316,0.4957412694054087,0.3942549829691726,0.0015235772660687115,0.001787202605135931,0.10148628643623608
NewThyroid1,feature_CLD,116740,curriculum,0.7672336458602231,0.26492186183232974,0.2672236872075826,0.00024915672346246696,0.007251624717634126,0.002301825375252864
Haberman,feature_LSR,116740,self_paced,0.8218279080262068,0.4957412694054087,0.3702030801341844,0.0015235772660687115,0.005242335414992274,0.1255381892712243
NewThyroid1,feature_CLD,116740,static,0.8615970228210306,0.26492186183232974,0.25916111162641714,0.0002491567234624801,0.0025805431315354503,0.0057607502059126015
Hypothyroid,feature_F1,26226,curriculum,0.7955259180956993,0.40050471046435204,0.3371946833656283,4.435293679571391e-05,0.002938810675692507,0.06331002709872374
NewThyroid1,feature_CLD,116740,self_paced,0.7049358952669189,0.26492186183232974,0.28601150350745697,0.0002491567234624801,0.006866567900785741,0.021089641675127224
Haberman,feature_LSR,26226,curriculum,0.8048195064396484,0.49911923186670504,0.3794824038695371,0.0003166306205658702,0.0006924940231572787,0.11963682799716796
NewThyroid1,feature_CLD,26226,curriculum,0.784406807771499,0.2750007310357165,0.2725843877644516,0.0005430244893383736,0.001465356277485624,0.002416343271264887
Haberman,feature_LSR,26226,static,0.7941534784495116,0.4991192318667051,0.367947593641978,0.00031663062056583395,0.0007655031414527322,0.1311716382247271
NewThyroid1,feature_CLD,26226,static,0.7623059300208038,0.2750007310357165,0.2666034086699925,0.0005430244893383736,0.00216064445466045,0.008397322365723991
Haberman,feature_LSR,26226,self_paced,0.7917268553399608,0.49911923186670504,0.3508527163179825,0.0003166306205658485,0.003377771729531221,0.14826651554872256
NewThyroid1,feature_CLD,26226,self_paced,0.8068204974390856,0.2750007310357165,0.2821687176409316,0.0005430244893383736,0.00938413202443191,0.007167986605215115
Haberman,feature_Harmfulness,670488,curriculum,0.7726243626863347,0.4874013086770504,0.34988161658552164,0.0003042088602562939,0.0008698686014196963,0.13751969209152876
NewThyroid1,feature_MV,670488,curriculum,0.8651612498247293,0.27165273881357516,0.27326541821897643,0.0,0.0007915909949411992,0.0016126794054012739
NewThyroid1,feature_MV,670488,static,0.8639263333822242,0.27165273881357516,0.2723790603225925,0.0,0.00060555686576535,0.000726321509017358
Haberman,feature_Harmfulness,670488,static,0.7719770741832227,0.4874013086770504,0.35001017498270426,0.0003042088602562939,0.000914564901286067,0.13739113369434613
NewThyroid1,feature_MV,670488,self_paced,0.6987771414190783,0.27165273881357516,0.30945863327606427,0.0,0.017587754997230868,0.03780589446248911
Haberman,feature_Harmfulness,670488,self_paced,0.7914477214086961,0.4874013086770504,0.3388841119454023,0.0003042088602562939,0.005227253855279688,0.1485171967316481
NewThyroid1,feature_MV,116740,curriculum,0.8414543590900349,0.26492186183232974,0.2580165363437163,0.00024915672346246696,0.001507055229362011,0.006905325488613445
Haberman,feature_Harmfulness,116740,curriculum,0.7825829791515566,0.4957412694054087,0.36754414106665295,0.0015235772660687115,0.00661760439567964,0.12819712833875574
NewThyroid1,feature_MV,116740,static,0.8472056096525009,0.26492186183232974,0.261638073093113,0.00024915672346246696,0.0004899441602596716,0.003283788739216753
Haberman,feature_Harmfulness,116740,static,0.7787788475665827,0.4957412694054087,0.36656270788105916,0.0015235772660687115,0.003974533926447374,0.12917856152434953
NewThyroid1,feature_MV,116740,self_paced,0.6954145295467836,0.26492186183232974,0.2935203245141767,0.00024915672346246696,0.004770666657239114,0.02859846268184696
NewThyroid1,feature_MV,26226,curriculum,0.7505852036192434,0.2750007310357165,0.25929433063162494,0.0005430244893383736,0.0007548920562769805,0.015706400404091547
Haberman,feature_Harmfulness,116740,self_paced,0.8068513993463102,0.4957412694054087,0.3806775341080077,0.0015235772660687115,0.004355596683665996,0.11506373529740099
NewThyroid1,feature_MV,26226,static,0.76221751876882,0.2750007310357165,0.2679368815932896,0.0005430244893383736,0.0014286176885674054,0.007063849442426884
Haberman,feature_Harmfulness,26226,curriculum,0.7790203384124085,0.4991192318667051,0.35919313418939497,0.00031663062056583395,0.0016906216941403676,0.13992609767731012
NewThyroid1,feature_MV,26226,self_paced,0.8111928072561857,0.2750007310357165,0.2888240096158418,0.0005430244893383736,0.00467361814827441,0.013823278580125331
Haberman,feature_Harmfulness,26226,static,0.7796372212533625,0.4991192318667051,0.3561758507113895,0.00031663062056583395,0.0022177962673292466,0.14294338115531557
NewThyroid1,feature_CB,670488,curriculum,0.8655187966999717,0.27165273881357516,0.27033187580040013,0.0,0.000901699721632115,0.001320863013175022
NewThyroid1,feature_CB,670488,static,0.8679573625344733,0.27165273881357516,0.26945030465275294,0.0,0.0016548885307480392,0.0022024341608222198
Haberman,feature_Harmfulness,26226,self_paced,0.7913084805910351,0.4991192318667051,0.3451602156501081,0.00031663062056583395,0.002087860932729036,0.15395901621659697
Hypothyroid,feature_F1,26226,static,0.8383029125563941,0.40050471046435204,0.3321243113611874,4.435293679571391e-05,0.00039046864389946927,0.06838039910316462
NewThyroid1,feature_CB,670488,self_paced,0.7488143703729354,0.27165273881357516,0.2869806333755394,0.0,0.0026149351746997834,0.015327894561964261
Haberman,feature_F1,670488,curriculum,0.8413499543027306,0.4874013086770504,0.3940183146343237,0.0003042088602562939,0.0018528290723225111,0.09338299404272671
NewThyroid1,feature_CB,116740,curriculum,0.843599903018102,0.26492186183232974,0.2591942102576252,0.00024915672346246696,0.0007818370890964842,0.005727651574704562
Haberman,feature_F1,670488,static,0.8266595764283199,0.4874013086770504,0.4042958138724919,0.0003042088602562939,0.0020494392852477014,0.08310549480455848
NewThyroid1,feature_CB,116740,static,0.8443001438094634,0.26492186183232974,0.25856038491839717,0.00024915672346246696,0.0011406243514845862,0.006361476913932573
Haberman,feature_F1,670488,self_paced,0.8517376830182993,0.4874013086770504,0.4112051922253599,0.0003042088602562939,0.003866876548303311,0.0761961164516905
NewThyroid1,feature_CB,116740,self_paced,0.722657502988292,0.26492186183232974,0.2822453070347487,0.00024915672346246696,0.015030078401967547,0.017323445202418963
NewThyroid1,feature_CB,26226,curriculum,0.7566105742427832,0.2750007310357165,0.26559080876950475,0.0005430244893383736,0.0015348133465727036,0.009409922266211734
Haberman,feature_F1,116740,curriculum,0.8541235949249775,0.4957412694054087,0.4141098859747001,0.0015235772660687115,0.002490612562462491,0.08163138343070858
NewThyroid1,feature_CB,26226,static,0.7455049618720452,0.2750007310357165,0.2597454994757658,0.0005430244893383736,0.0010197407862594223,0.015255231559950677
Haberman,feature_F1,116740,static,0.8457110654378428,0.4957412694054087,0.42422486936573794,0.0015235772660687115,0.0008292773482960184,0.07151640003967075
NewThyroid1,feature_CB,26226,self_paced,0.8589954445439616,0.2750007310357165,0.28866304660987013,0.0005430244893383736,0.02251012013359872,0.01366231557415365
Haberman,feature_F1,116740,self_paced,0.8569438347522749,0.4957412694054087,0.4257021847931548,0.0015235772660687115,0.0033023512868640935,0.07003908461225389
NewThyroid1,feature_N1,670488,curriculum,0.70272336707102,0.27165273881357516,0.3098316465549933,0.0,0.004872985990464389,0.03817890774141813
NewThyroid1,feature_N1,670488,static,0.8582168713093069,0.27165273881357516,0.3039423001771569,0.0,0.0029067834364342442,0.03228956136358174
Haberman,feature_F1,26226,curriculum,0.8420213056995838,0.4991192318667051,0.4124732088492575,0.00031663062056583395,0.0006917616641445014,0.08664602301744762
NewThyroid1,feature_N1,670488,self_paced,0.7517507499234803,0.27165273881357516,0.2800950920354131,0.0,0.009596617078237103,0.00844235322183795
Haberman,feature_F1,26226,static,0.8246888363834313,0.49911923186670504,0.3980724778818694,0.0003166306205658702,0.002740199535391749,0.10104675398483565
NewThyroid1,feature_N1,116740,curriculum,0.7215083505216945,0.26492186183232974,0.3105486260735963,0.00024915672346246696,0.0021277546487709696,0.04562676424126655
Haberman,feature_F1,26226,self_paced,0.8270409193913681,0.49911923186670504,0.4109466868223112,0.0003166306205658702,0.0064550232201421925,0.08817254504439381
NewThyroid1,feature_N1,116740,static,0.6685741335233217,0.26492186183232974,0.30018153279073445,0.00024915672346246696,0.0022106733350273533,0.03525967095840471
Haberman,feature_F2,670488,curriculum,0.775956588409914,0.4874013086770504,0.3355681223370373,0.0003042088602562939,0.0004893117491211785,0.15183318634001308
NewThyroid1,feature_N1,116740,self_paced,0.8482998241411235,0.26492186183232974,0.26299847973590906,0.00024915672346246696,0.0022291018687729067,0.0019233820964206783
NewThyroid1,feature_N1,26226,curriculum,0.7287095034289647,0.2750007310357165,0.3128563539333954,0.0005430244893383736,0.003934084752343256,0.03785562289767891
Haberman,feature_F2,670488,static,0.7760940838046363,0.4874013086770504,0.331116535152695,0.0003042088602562939,0.0008602473022676012,0.15628477352435538
NewThyroid1,feature_N1,26226,static,0.7787077269298988,0.2750007310357165,0.2978288345738778,0.0005430244893383736,0.002073627305056579,0.022828103538161337
Haberman,feature_F2,670488,self_paced,0.8429652126764483,0.4874013086770504,0.39937704015566117,0.0003042088602562939,0.006101100522404488,0.08802426852138923
NewThyroid1,feature_N1,26226,self_paced,0.8034135145081875,0.2750007310357165,0.27735390942935756,0.0005430244893383736,0.0053736002377610835,0.0023531783936410755
Hypothyroid,feature_F1,26226,self_paced,0.7753602552398235,0.40050471046435204,0.34056952013851155,4.435293679571391e-05,0.000505595118113195,0.05993519032584049
Haberman,feature_F2,116740,curriculum,0.7835000727110691,0.4957412694054087,0.3372685161643226,0.0015235772660687115,0.0005417183321036236,0.15847275324108612
NewThyroid1,feature_N2,670488,curriculum,0.8646878763877072,0.27165273881357516,0.28351551994232543,0.0,0.002844338243730231,0.011862781128750277
NewThyroid1,feature_N2,670488,static,0.8550693962568995,0.27165273881357516,0.2825167698590915,0.0,0.00027221578848012746,0.010864031045516365
Haberman,feature_F2,116740,static,0.7829481422440471,0.4957412694054087,0.34304968964524446,0.0015235772660687115,0.0025060686505231754,0.15269157976016423
NewThyroid1,feature_N2,670488,self_paced,0.7062692040816468,0.27165273881357516,0.28417877332144686,0.0,0.013042383099883129,0.012526034507871708
Haberman,feature_F2,116740,self_paced,0.8649484546553855,0.4957412694054087,0.4194633809895188,0.0015235772660687115,0.0035529269810160714,0.0762778884158899
NewThyroid1,feature_N2,116740,curriculum,0.8390666778500179,0.26492186183232974,0.26415353445524925,0.00024915672346246696,0.0011233023863225923,0.000768327377080491
Haberman,feature_F2,26226,curriculum,0.7799673132111234,0.4991192318667051,0.33920010956779323,0.00031663062056583395,0.0004219963097774876,0.15991912229891186
NewThyroid1,feature_N2,116740,static,0.8314264440557476,0.26492186183232974,0.27193104117561256,0.00024915672346246696,0.0027867182301447267,0.007009179343282823
NewThyroid1,feature_N2,116740,self_paced,0.8439478838778829,0.26492186183232974,0.26343170133843624,0.00024915672346246696,0.003016842707492422,0.0014901604938934998
Haberman,feature_F2,26226,static,0.7783218727798424,0.49911923186670504,0.3310300575927538,0.0003166306205658702,0.0009514847239648539,0.16808917427395126
NewThyroid1,feature_N2,26226,curriculum,0.7643914329819324,0.2750007310357165,0.27409142070720943,0.0005430244893383736,0.0009574917407442912,0.0009093103285070514
Haberman,feature_F2,26226,self_paced,0.8214162859109362,0.49911923186670504,0.4017486126107878,0.0003166306205658702,0.00297075552808562,0.09737061925591722
NewThyroid1,feature_N2,26226,static,0.7748390720383163,0.2750007310357165,0.27740930527027796,0.0005430244893383736,0.0011992859605998662,0.002408574234561478
Haberman,feature_F3,670488,curriculum,0.7763989840914239,0.4874013086770504,0.3267272982465859,0.0003042088602562939,4.619194120313369e-05,0.16067401043046448
NewThyroid1,feature_N2,26226,self_paced,0.8236105666161919,0.2750007310357165,0.2727989430578026,0.0005430244893383736,0.012948220151287203,0.0022017879779138716
Haberman,feature_F3,670488,static,0.7741010453450841,0.4874013086770504,0.32487155929905204,0.0003042088602562939,0.0009114684544163486,0.16252974937799836
NewThyroid1,feature_LSC,670488,curriculum,0.8633738653743585,0.27165273881357516,0.28048828040256635,0.0,0.0010814143913216712,0.008835541588991191
NewThyroid1,feature_LSC,670488,static,0.8552105581375997,0.27165273881357516,0.27757350818073007,0.0,0.0004795296979927907,0.00592076936715491
Haberman,feature_F3,670488,self_paced,0.8235914901345502,0.4874013086770504,0.38800871268755716,0.0003042088602562939,0.00196224723162129,0.09939259598949324
NewThyroid1,feature_LSC,670488,self_paced,0.8019894350920985,0.27165273881357516,0.27990955820065005,0.0,0.010135296414905036,0.008256819387074898
Haberman,feature_F3,116740,curriculum,0.7788829248149053,0.4957412694054087,0.34054409397844476,0.0015235772660687115,0.00031626416526898347,0.15519717542696393
NewThyroid1,feature_LSC,116740,curriculum,0.8485253650301469,0.26492186183232974,0.26693976011802095,0.00024915672346246696,0.0025277308014268283,0.002017898285691211
Haberman,feature_F3,116740,static,0.777527196615317,0.4957412694054087,0.330571379001169,0.0015235772660687115,0.0003878625738019615,0.16516989040423968
NewThyroid1,feature_LSC,116740,static,0.8361019664319365,0.26492186183232974,0.2707923658638361,0.00024915672346246696,0.0006923892728271556,0.005870504031506352
NewThyroid1,feature_LSC,116740,self_paced,0.783677511327354,0.26492186183232974,0.2755145875657493,0.00024915672346246696,0.012717175580380954,0.010592725733419572
Haberman,feature_F3,116740,self_paced,0.823529642283394,0.4957412694054087,0.39746439560966174,0.0015235772660687115,0.0022496670591768985,0.09827687379574696
Hypothyroid,feature_F2,670488,curriculum,0.7727749985463723,0.33675638839170574,0.34604378514642703,8.640255986253359e-05,0.0023142023572438244,0.009287396754721289
NewThyroid1,feature_LSC,26226,curriculum,0.7625107529148555,0.2750007310357165,0.2754762304938149,0.0005430244893383736,0.0005824798908327033,0.0004754994580984384
Haberman,feature_F3,26226,curriculum,0.7784349583353031,0.49911923186670504,0.33056216548349104,0.0003166306205658485,0.0011156208791855426,0.168557066383214
NewThyroid1,feature_LSC,26226,static,0.8092892877244754,0.2750007310357165,0.284142411204992,0.0005430244893383736,0.005668986000887099,0.009141680169275523
Haberman,feature_F3,26226,static,0.7821229193220997,0.4991192318667051,0.3412281108482869,0.00031663062056583395,0.0014549740136310142,0.15789112101841818
NewThyroid1,feature_LSC,26226,self_paced,0.8096804906330348,0.2750007310357165,0.27908582537346655,0.0005430244893383736,0.008932731708243463,0.0040850943377500615
Haberman,feature_F3,26226,self_paced,0.8461662912374553,0.4991192318667051,0.4019617269418117,0.00031663062056583395,0.0034909033767903173,0.09715750492489339
NewThyroid1,feature_LSR,670488,curriculum,0.8598225772125438,0.27165273881357516,0.27783454176014294,0.0,0.002630240766229231,0.006181802946567783
NewThyroid1,feature_LSR,670488,static,0.8672863022421055,0.27165273881357516,0.27678920552945324,0.0,0.0012561482485382199,0.005136466715878085
Haberman,feature_F4,670488,curriculum,0.7950435764680912,0.4874013086770504,0.343805410520319,0.0003042088602562939,0.0016050686466606487,0.1435958981567314
NewThyroid1,feature_LSR,670488,self_paced,0.8652010865312133,0.27165273881357516,0.27136134658918515,0.0,0.003029370106003738,0.000291392224390008
Haberman,feature_F4,670488,static,0.787442429511552,0.4874013086770504,0.34303160606704913,0.0003042088602562939,0.002509279316524772,0.14436970261000126
NewThyroid1,feature_LSR,116740,curriculum,0.8404245035929111,0.26492186183232974,0.2679089567100275,0.00024915672346246696,0.0016610850268107384,0.0029870948776977713
Haberman,feature_F4,670488,self_paced,0.8288128926807801,0.4874013086770504,0.37494816239818746,0.0003042088602562939,0.004177914966920006,0.11245314627886294
NewThyroid1,feature_LSR,116740,static,0.8366311385772306,0.26492186183232974,0.26858626394198626,0.00024915672346246696,0.0005843515894507715,0.003664402109656517
NewThyroid1,feature_LSR,116740,self_paced,0.7193293725044962,0.26492186183232974,0.2743122237562993,0.00024915672346246696,0.007224902975889184,0.009390361923969581
Haberman,feature_F4,116740,curriculum,0.7919236155217017,0.4957412694054087,0.3544664824531618,0.0015235772660687115,0.003769383749598247,0.14127478695224688
NewThyroid1,feature_LSR,26226,curriculum,0.8017599126189701,0.2750007310357165,0.285222033091368,0.0005430244893383736,0.001807025614469355,0.010221302055651527
Haberman,feature_F4,116740,static,0.7904005470715653,0.4957412694054087,0.3447403231378867,0.0015235772660687115,0.0015000974815397095,0.15100094626752197
NewThyroid1,feature_LSR,26226,static,0.7645769104091763,0.2750007310357165,0.2721781138410474,0.0005430244893383736,0.0017607103338845133,0.002822617194669086
Haberman,feature_F4,116740,self_paced,0.818707544904241,0.4957412694054087,0.3603158624674568,0.0015235772660687115,0.00642199463805458,0.1354254069379519
NewThyroid1,feature_LSR,26226,self_paced,0.7678681317391699,0.2750007310357165,0.2658293081010908,0.0005430244893383736,0.005849135495432377,0.009171422934625695
Haberman,feature_F4,26226,curriculum,0.7891162111608678,0.4991192318667051,0.34999771757738846,0.00031663062056583395,0.0008488807189145265,0.14912151428931664
NewThyroid1,feature_Harmfulness,670488,curriculum,0.7242852305379128,0.27165273881357516,0.30556602139788364,0.0,0.004675004225623337,0.03391328258430848
NewThyroid1,feature_Harmfulness,670488,static,0.8527697255854481,0.27165273881357516,0.29349203853501654,0.0,0.000529245317976617,0.021839299721441385
Haberman,feature_F4,26226,static,0.7793058871400288,0.49911923186670504,0.33924062393939763,0.0003166306205658702,0.0051848733693251855,0.1598786079273074
NewThyroid1,feature_Harmfulness,670488,self_paced,0.7722782856983286,0.27165273881357516,0.28972548160122696,0.0,0.004989484232063253,0.018072742787651808
Haberman,feature_F4,26226,self_paced,0.818852082355098,0.4991192318667051,0.39327457344724315,0.00031663062056583395,0.001196891423956989,0.10584465841946195
NewThyroid1,feature_Harmfulness,116740,curriculum,0.749162356012159,0.26492186183232974,0.2978573768258225,0.00024915672346246696,0.004512575883429862,0.03293551499349273
Hypothyroid,feature_F2,670488,static,0.8186745515185048,0.33675638839170574,0.31282584226960924,8.640255986253359e-05,0.00012123598600720123,0.023930546122096497
NewThyroid1,feature_Harmfulness,116740,static,0.7326586031492055,0.26492186183232974,0.29441516606888746,0.00024915672346246696,0.0023142371534612097,0.029493304236557716
Thoracic,,670488,static,0.8645260376666474,0.4784437912427415,0.4193017413482645,0.00022795189593375974,0.000670693971848503,0.05914204989447702
NewThyroid1,feature_Harmfulness,116740,self_paced,0.8491071083847078,0.26492186183232974,0.265335418724849,0.00024915672346246696,0.002507565735930667,0.0004135568925192623
Thoracic,,116740,static,0.874277303384924,0.4774288642191728,0.4110646994058067,0.00020547306228214043,0.0036442352029371367,0.0663641648133661
NewThyroid1,feature_Harmfulness,26226,curriculum,0.7690474178371312,0.2750007310357165,0.3024393352098152,0.0005430244893383736,0.005128068921929188,0.027438604174098713
NewThyroid1,feature_Harmfulness,26226,static,0.8091879417325077,0.2750007310357165,0.29064801915545063,0.0005430244893383736,0.0017126823730904998,0.01564728811973415
Thoracic,,26226,static,0.8626117355349051,0.4786667857336502,0.4152863068486609,0.00034664431282409113,0.0029958126911671956,0.06338047888498927
NewThyroid1,feature_Harmfulness,26226,self_paced,0.7823498362671085,0.2750007310357165,0.2768733242170028,0.0005430244893383736,0.0034269272921758297,0.0018725931812862973
NewThyroid1,feature_F1,670488,curriculum,0.7785843333584169,0.27165273881357516,0.2845860550910338,0.0,0.004276539496539831,0.01293331627745864
Thoracic,relative_entropy,670488,curriculum,0.8542510982325561,0.4784437912427415,0.4072851556394988,0.00022795189593375974,0.004160695760188606,0.0711586356032427
NewThyroid1,feature_F1,670488,static,0.8603486948592785,0.27165273881357516,0.2723042854763109,0.0,0.0007637492763950199,0.000651546662735758
Thoracic,relative_entropy,670488,static,0.8579453625116478,0.4784437912427415,0.40537541135490257,0.00022795189593375974,0.001419156999265997,0.07306837988783893
NewThyroid1,feature_F1,670488,self_paced,0.8874517477298575,0.27165273881357516,0.2753893973752339,0.0,0.0008843614939228316,0.0037366585616587233
NewThyroid1,feature_F1,116740,curriculum,0.838440991439569,0.26492186183232974,0.270109440060777,0.0002491567234624801,0.001436883756160182,0.005187578228447232
Thoracic,relative_entropy,670488,self_paced,0.8662879164898218,0.4784437912427415,0.404528226987233,0.00022795189593375974,0.001291446578808357,0.07391556425550849
NewThyroid1,feature_F1,116740,static,0.8413922249894181,0.26492186183232974,0.2704102668090676,0.00024915672346246696,0.0009526998996330717,0.0054884049767378595
NewThyroid1,feature_F1,116740,self_paced,0.7625428019318037,0.26492186183232974,0.269657298437492,0.00024915672346246696,0.0063759309482406806,0.004735436605162235
Thoracic,relative_entropy,116740,curriculum,0.8531551812911066,0.4774288642191728,0.4132475505746924,0.00020547306228214043,0.002608231023724966,0.06418131364448038
NewThyroid1,feature_F1,26226,curriculum,0.8053934365314332,0.2750007310357165,0.28240723618847763,0.0005430244893383736,0.002805336448255772,0.007406505152761145
NewThyroid1,feature_F1,26226,static,0.8232910061835151,0.2750007310357165,0.2762970829657077,0.0005430244893383736,0.002520159003433056,0.001296351929991224
Thoracic,relative_entropy,116740,static,0.8370438057415535,0.4774288642191728,0.40123626560068953,0.00020547306228214043,0.0055395979731642,0.07619259861848326
NewThyroid1,feature_F1,26226,self_paced,0.7656703934673984,0.2750007310357165,0.27349207323528696,0.0005430244893383736,0.001425258828511826,0.0015086578004295248
Thoracic,relative_entropy,116740,self_paced,0.8706563628624071,0.4774288642191728,0.4068482768595502,0.00020547306228214043,0.0005913633405002082,0.07058058735962258
NewThyroid1,feature_F2,670488,curriculum,0.8633115336589386,0.27165273881357516,0.2709843731773289,0.0,0.0007939330483225207,0.000668365636246282
